id,xcoord(long),ycoord(lat),sampling date,sensing date,B2,B3,B4,B5,B6,B7,B8A,B11,B12,NDVI,BSI,EVI,AVI,SAVI,NDMI,C,S,SWHC,Sand (%),Silt (%),Clay (%),SOC
51,127.5200543,37.27125799,2022/10/15,2022-10-19,2513,3233,3779,4405,4697,4805,4953,5621,4683,0.134448007,0.114668564,0.334263425,-2800.697,0.191982344,-0.063173823,,,,,,,0.99 
52,127.520545,37.27174667,2022/10/15,2022-10-19,2246,2962,3647,4221,4485,4638,4729,5510,4469,0.129178606,0.135259112,0.276953005,-2652.188655,0.184457623,-0.07627698,,,,,,,1.02 
53,127.5210503,37.27205591,2022/10/15,2022-10-19,2158,2829,3464,3898,4181,4463,4503,5246,4061,0.130412953,0.133302973,0.28534549,-2530.404757,0.186219693,-0.076212945,,,,,,,1.06 
55,127.5194053,37.27352122,2022/10/15,2022-10-19,2498,3129,3666,4181,4383,4448,4592,5126,3772,0.112133689,0.107165344,0.294754265,-2497.826574,0.160118609,-0.054949578,,,,,,,0.83 
60,127.4966078,37.21005697,2022/10/15,2022-10-19,2101,2610,3281,3505,3583,3824,3804,5031,3963,0.073817925,0.169304354,0.169069632,-1868.696105,0.10540563,-0.138879457,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-10-19,2043,2549,3198,3438,3524,3627,3877,4996,3935,0.095971731,0.161116622,0.219216117,-2034.086436,0.137039342,-0.126112927,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-10-19,2378,2924,3646,3838,3938,4075,4204,5421,4180,0.071082803,0.158796089,0.169172932,-2044.865807,0.101500708,-0.126441558,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-10-19,2268,2824,3523,3775,3875,3957,4041,5411,4127,0.068482285,0.172210195,0.158506732,-1946.268053,0.097787169,-0.144942869,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-10-19,2506,3138,3836,4152,4190,4308,4402,5752,4294,0.068705997,0.162463628,0.164076994,-2121.992995,0.098107066,-0.132952531,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-10-19,2393,3026,3795,4057,4182,4298,4387,5725,4106,0.072353948,0.16809816,0.160686173,-2143.855728,0.103316033,-0.132318038,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-10-19,2313,2935,3669,3921,4079,4171,4152,5469,3979,0.061756809,0.171313209,0.136912523,-1944.813382,0.088183897,-0.136888057,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-10-19,2284,2884,3579,3857,3956,4068,4130,5279,3836,0.071474899,0.16003143,0.162536873,-2011.780815,0.10206049,-0.122117122,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-10-19,2342,2929,3710,3911,4105,4148,4288,5521,4193,0.072268067,0.163987138,0.160841496,-2094.818896,0.103193277,-0.125700887,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-10-19,2392,3071,3858,4164,4202,4329,4380,5775,4431,0.063364894,0.174398049,0.13609344,-2066.005234,0.090480368,-0.137370753,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-10-19,2572,3179,3576,4118,4334,4427,4596,5198,4041,0.124816446,0.100740183,0.377051604,-2559.089133,0.178228551,-0.061466204,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-10-19,2156,2775,3554,3977,4153,4277,4316,5178,4048,0.09682338,0.148645093,0.201140323,-2269.223147,0.138256268,-0.090794186,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-10-19,2081,2668,3312,3798,4013,4175,4182,5015,3871,0.116092874,0.141466758,0.257472625,-2292.384627,0.165771157,-0.090573013,,,,,,,0.50 
73,127.4986231,37.20938549,2022/10/15,2022-10-19,2638,3202,3621,4217,4369,4500,4632,5276,4092,0.122500909,0.1006371,0.384469121,-2568.873738,0.174922226,-0.064997981,,,,,,,0.21 
74,127.499403,37.20872577,2022/10/15,2022-10-19,2579,3193,3787,4295,4452,4609,4765,5494,4323,0.114359214,0.116511278,0.300165736,-2603.31941,0.163296785,-0.071059557,,,,,,,0.46 
75,127.4992095,37.20841631,2022/10/15,2022-10-19,2578,3188,3736,4354,4513,4671,4755,5458,4203,0.120009422,0.112603618,0.32506061,-2625.458173,0.171364816,-0.068833839,,,,,,,0.15 
76,127.492623,37.19835777,2022/10/15,2022-10-19,2480,3078,3672,4031,4215,4398,4471,5533,4642,0.098121086,0.139514731,0.252720142,-2358.189011,0.140109546,-0.106157537,,,,,,,0.74 
77,127.4923922,37.19881469,2022/10/15,2022-10-19,2507,3249,3916,4400,4628,4868,4993,6019,5001,0.120888989,0.1396616,0.277935484,-2761.232726,0.172621183,-0.093171086,,,,,,,0.73 
78,127.4929809,37.19876169,2022/10/15,2022-10-19,2488,3144,3762,4055,4234,4456,4561,5706,4784,0.095999039,0.146455167,0.235721029,-2393.150777,0.137079578,-0.111522353,,,,,,,0.04 
79,127.4934023,37.19898994,2022/10/15,2022-10-19,2655,3305,3858,4314,4458,4533,4689,5766,4846,0.097227097,0.13437058,0.262128572,-2467.801924,0.138833343,-0.103012912,,,,,,,0.32 
80,127.4937298,37.19930977,2022/10/15,2022-10-19,2426,2992,3445,3999,4223,4238,4444,5358,4456,0.126632019,0.123333121,0.360910405,-2481.994951,0.180820713,-0.093246276,,,,,,,0.62 
81,127.4945285,37.19922477,2022/10/15,2022-10-19,2704,3464,3987,4375,4671,4984,5108,6193,4950,0.123254535,0.131614051,0.320249114,-2836.598911,0.175999194,-0.096009203,,,,,,,0.38 
82,127.4952055,37.19881011,2022/10/15,2022-10-19,2709,3399,3944,4472,4721,4867,5040,6081,5074,0.121994657,0.128052211,0.326676602,-2792.68931,0.174200072,-0.09360669,,,,,,,0.58 
83,127.4958015,37.19808189,2022/10/15,2022-10-19,2806,3598,4124,4617,4859,4949,5085,6122,5003,0.104354436,0.129845068,0.273477518,-2721.08783,0.149011209,-0.092531454,,,,,,,0.23 
84,127.4955048,37.19754543,2022/10/15,2022-10-19,2812,3531,4203,4719,4869,5024,5161,6378,5272,0.102306707,0.140562682,0.25780409,-2749.065824,0.1460873,-0.105468411,,,,,,,0.18 
85,127.4946166,37.19732311,2022/10/15,2022-10-19,2361,2961,3444,3973,4178,4420,4572,5539,4569,0.140718563,0.128801206,0.374526861,-2608.860044,0.200935379,-0.095638414,,,,,,,0.68 
86,127.4941847,37.19765634,2022/10/15,2022-10-19,2776,3518,4029,4542,4765,4891,5017,5996,4866,0.109219545,0.125266584,0.295031056,-2712.87741,0.155958131,-0.088894942,,,,,,,0.21 
87,127.493451,37.19752011,2022/10/15,2022-10-19,2355,2954,3417,3901,4272,4455,4711,5383,4273,0.159202756,0.109290306,0.42839171,-2751.197369,0.227329565,-0.066574202,,,,,,,0.87 
88,127.3692737,37.22355058,2022/10/16,2022-10-19,1830,2263,2724,2970,3084,3254,3317,3972,3564,0.098162556,0.130794562,0.249705238,-1749.642296,0.140166199,-0.089861435,,,,,,,2.61 
89,127.3691897,37.22400529,2022/10/16,2022-10-19,1791,2213,2653,2821,2977,3161,3284,3857,3499,0.106282634,0.123867069,0.273373191,-1764.69102,0.151760661,-0.080240863,,,,,,,2.37 
90,127.3686767,37.22373658,2022/10/16,2022-10-19,1743,2092,2512,2756,2959,2997,3234,3837,3478,0.125652628,0.121137206,0.344827586,-1803.189246,0.179418588,-0.085277896,,,,,,,3.68 
91,127.368929,37.22405871,2022/10/16,2022-10-19,1779,2147,2552,2818,2913,3137,3171,3880,3432,0.108160056,0.130205588,0.300982204,-1710.799507,0.15444101,-0.100553113,,,,,,,3.22 
92,127.3680074,37.22394158,2022/10/16,2022-10-19,1819,2208,2595,2881,3015,3146,3342,3940,3566,0.125821122,0.11747606,0.354330709,-1863.941765,0.17965961,-0.082120297,,,,,,,3.30 
11,127.5096228,37.14043306,2022-8-27,2022-10-24,3085,4003,4527,5472,5873,5999,6148,6991,5382,0.151850117,0.110115175,0.398338821,-3559.676032,0.216833274,-0.064160134,22,42,0.523809524,,,,1.00
12,127.5100907,37.14023002,2022-8-27,2022-10-24,2636,3368,4002,4623,4928,5124,5210,6164,4582,0.131133304,0.12880302,0.319475299,-2931.057937,0.187249659,-0.083875506,38,46,0.826086957,,,,1.54
13,127.5115348,37.13953628,2022-8-27,2022-10-24,2395,3089,3740,4200,4436,4489,4578,5566,4056,0.100745371,0.143313471,0.231325567,-2429.732283,0.143856988,-0.097397476,16,37,0.432432432,,,,0.90
17,127.5366973,37.11976759,2022-8-27,2022-10-24,4078,4755,5519,6053,6064,6245,6290,8106,6340,0.065289186,0.135747926,0.218537415,-2991.086044,0.093229579,-0.126146152,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-10-24,2756,3601,4601,5018,5161,5460,5607,7732,5552,0.098550157,0.191824507,0.20049426,-2960.479941,0.140723724,-0.159307294,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-10-24,2910,3800,4844,5273,5377,5659,5794,7734,5407,0.0893025,0.182031764,0.182215743,-2987.254255,0.12751884,-0.143406268,12,39,0.307692308,,,,1.08
35,127.5239773,37.27107962,2022/10/15,2022-10-24,2476,3268,4343,4895,5111,5246,5378,6364,4870,0.106470528,0.153709391,0.201095827,-2891.236751,0.15203322,-0.083972066,,,,,,,1.00 
36,127.5231857,37.27036738,2022/10/15,2022-10-24,2951,3809,4616,5203,5592,5746,5862,6636,4888,0.118915824,0.121554946,0.272611911,-3230.31733,0.16980486,-0.061929909,,,,,,,0.86 
60,127.4966078,37.21005697,2022/10/15,2022-10-24,2573,3269,4087,4477,4523,4610,4904,6276,4751,0.090868646,0.1617713,0.201638778,-2539.161319,0.12975425,-0.122719141,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-10-24,2453,3169,3971,4362,4451,4639,4691,6083,4765,0.083121681,0.169205722,0.177856825,-2375.724877,0.118691896,-0.129199926,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-10-24,2869,3693,4539,4877,5025,5118,5077,6563,5096,0.055948419,0.165686686,0.124600491,-2314.291056,0.079890787,-0.12766323,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-10-24,2465,3177,3984,4275,4492,4646,4681,6310,4481,0.080438546,0.180504587,0.172550379,-2351.043016,0.11486057,-0.148212174,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-10-24,2741,3546,4353,4668,4844,4917,5031,6662,4790,0.072250639,0.172619364,0.160018881,-2457.674137,0.103169208,-0.139485162,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-10-24,2970,3897,4840,5202,5296,5521,5505,7269,4959,0.064282262,0.176544889,0.135482031,-2606.822917,0.091791272,-0.138093001,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-10-24,2846,3746,4677,5128,5349,5398,5472,7037,4906,0.078332841,0.169528754,0.163043478,-2729.790009,0.111854579,-0.125109921,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-10-24,2791,3629,4486,4973,5050,5227,5344,6898,4848,0.087283825,0.166453199,0.189345456,-2739.715047,0.124635875,-0.126940042,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-10-24,2760,3567,4426,4804,5004,5068,5134,6858,5020,0.074058577,0.176765043,0.161040852,-2524.260273,0.105750914,-0.143762508,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-10-24,2860,3709,4626,4992,5147,5293,5343,6912,5205,0.071922961,0.168937744,0.153862661,-2606.98594,0.102701579,-0.128029376,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-10-24,2883,3681,4122,4758,5065,5154,5341,6156,4610,0.1288175,0.111015025,0.360586878,-2993.709343,0.18394307,-0.070888058,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-10-24,2418,3182,4054,4721,4802,5008,5024,6018,4666,0.106851729,0.150165582,0.216247548,-2703.124131,0.152577076,-0.090019924,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-10-24,2396,3162,3864,4465,4719,4810,4991,5836,4493,0.127272727,0.135366068,0.2760631,-2790.478825,0.18173667,-0.078045627,,,,,,,0.50 
74,127.499403,37.20872577,2022/10/15,2022-10-24,2949,3743,4323,5093,5284,5462,5613,6498,5016,0.129830918,0.116545426,0.341830516,-3151.300645,0.185390565,-0.073074065,,,,,,,0.46 
75,127.4992095,37.20841631,2022/10/15,2022-10-24,2963,3733,4213,5054,5247,5462,5503,6455,4826,0.132770688,0.115083098,0.376774344,-3103.791422,0.18958819,-0.079611975,,,,,,,0.15 
82,127.4952055,37.19881011,2022/10/15,2022-10-24,2734,3379,3854,4334,4544,4598,4628,5680,4361,0.091252063,0.128551136,0.266970199,-2398.710153,0.130301371,-0.102056655,,,,,,,0.58 
83,127.4958015,37.19808189,2022/10/15,2022-10-24,3031,3932,4562,5206,5463,5633,5736,6972,5444,0.114002719,0.136298704,0.282850672,-3131.69244,0.162789117,-0.097261568,,,,,,,0.23 
84,127.4955048,37.19754543,2022/10/15,2022-10-24,2786,3660,4452,5109,5359,5440,5583,6953,5479,0.112705531,0.153534945,0.248004561,-3040.389862,0.160936634,-0.109285258,,,,,,,0.18 
85,127.4946166,37.19732311,2022/10/15,2022-10-24,2299,3005,3472,4132,4406,4671,4884,5914,4693,0.168980373,0.132959141,0.416543749,-2881.962476,0.241291614,-0.095388035,,,,,,,0.68 
86,127.4941847,37.19765634,2022/10/15,2022-10-24,2744,3573,4064,4762,4930,4997,5252,6246,5006,0.127522542,0.126406643,0.327923153,-2937.622551,0.182093824,-0.086449817,,,,,,,0.21 
1,127.4844862,37.1540762,2022-7-26,2022-10-29,1929,2325,2793,3124,3434,3429,3635,4849,3928,0.130989421,0.157352718,0.355184342,-2044.453828,0.18704044,-0.143092881,,,0.7,68,30.5,1.6,0.71 
2,127.4852446,37.1545173,2022-7-26,2022-10-29,2298,2778,3347,3668,3849,3983,4165,5314,4385,0.108892439,0.145331923,0.291601312,-2250.598795,0.155489543,-0.121215318,,,0.75,75.2,23.6,1.2,0.86 
3,127.4861837,37.1552674,2022-7-26,2022-10-29,2219,2787,3469,3898,4111,4265,4303,5617,4448,0.107308286,0.164274731,0.246003186,-2317.423972,0.153227794,-0.132459677,,,0.8,63.8,33.5,2.7,0.87 
4,127.4828685,37.1539711,2022-7-26,2022-10-29,2171,2654,3191,3550,3702,3827,3951,5078,4200,0.10641277,0.149190466,0.278776319,-2123.751841,0.151948329,-0.124820024,,,1,77.8,17.6,4.7,1.00 
5,127.4812562,37.1576694,2022-7-26,2022-10-29,1790,2012,2292,2565,2807,3083,3344,4109,3290,0.186657204,0.109839619,0.716230937,-2004.94455,0.266526247,-0.102643231,,,0.7,81.1,16,2.9,0.84 
6,127.489336,37.1402543,2022-7-26,2022-10-29,2533,3107,3838,4507,4335,4410,4543,6085,4712,0.08411884,0.16748044,0.205551344,-2307.6745,0.12011557,-0.145088446,,,0.7,68,30.3,1.7,1.07 
11,127.5096228,37.14043306,2022-8-27,2022-10-29,2390,2941,3580,4010,4284,4454,4566,5809,4737,0.121041002,0.14885286,0.303496676,-2525.75666,0.172837469,-0.119807229,22,42,0.523809524,,,,1.00
12,127.5100907,37.14023002,2022-8-27,2022-10-29,2376,2903,3516,3873,4066,4180,4296,5518,4478,0.09984639,0.150388387,0.257493728,-2275.244474,0.142572834,-0.124515998,38,46,0.826086957,,,,1.54
13,127.5115348,37.13953628,2022-8-27,2022-10-29,2431,3041,3720,4092,4201,4386,4417,5690,4583,0.085658105,0.157583959,0.204867439,-2253.869597,0.12231334,-0.12595231,16,37,0.432432432,,,,0.90
14,127.5135122,37.13302932,2022-8-27,2022-10-29,2737,3454,4236,4619,4733,4877,4872,6484,4811,0.069828722,0.169731027,0.162884803,-2358.699437,0.099710729,-0.141951391,16,40,0.4,,,,1.46
17,127.5366973,37.11976759,2022-8-27,2022-10-29,4432,4769,5092,5425,5382,5442,5450,7181,6628,0.0339594,0.107921462,0.323923272,-2149.615947,0.048492055,-0.137043781,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-10-29,2717,3340,4063,4362,4409,4640,4724,6612,5032,0.075224764,0.178516229,0.189387428,-2332.117471,0.107415731,-0.166549047,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-10-29,2749,3403,4147,4518,4576,4741,4961,6689,5080,0.089371981,0.168553866,0.220560342,-2558.238182,0.127617191,-0.14832618,12,39,0.307692308,,,,1.08
24,127.5249595,37.12756278,2022-8-27,2022-10-29,1982,2370,2943,3181,3302,3475,3551,4552,3521,0.093624885,0.15059871,0.239558708,-1851.963004,0.133687524,-0.123534493,25,35,0.714285714,,,,1.51
25,127.5239128,37.12716028,2022-8-27,2022-10-29,2360,2921,3681,4072,4226,4411,4505,5467,4197,0.100659663,0.142571661,0.231668916,-2390.506571,0.143734483,-0.096470116,18,28,0.642857143,,,,1.26
26,127.524152,37.12687745,2022-8-27,2022-10-29,2355,2889,3583,3930,4200,4268,4330,5255,4034,0.094401618,0.138697417,0.228678136,-2262.792305,0.134798219,-0.096504956,20,30,0.666666667,,,,1.61
27,127.5243353,37.12714944,2022-8-27,2022-10-29,2215,2682,3286,3480,3603,3749,3869,4717,3697,0.081481481,0.136224888,0.209005521,-1949.549288,0.116348596,-0.098765432,15,30,0.5,,,,1.39
35,127.5239773,37.27107962,2022/10/15,2022-10-29,2043,2663,3608,4053,4211,4301,4380,5496,4437,0.096644967,0.172666967,0.180264325,-2301.861475,0.138001619,-0.113001215,,,,,,,1.00 
36,127.5231857,37.27036738,2022/10/15,2022-10-29,2416,3162,3973,4553,4699,4791,4882,5886,4718,0.102653868,0.14926852,0.214366569,-2602.49737,0.146582638,-0.093239227,,,,,,,0.86 
37,127.5211756,37.26915175,2022/10/15,2022-10-29,2965,3716,4331,4813,4877,5020,5104,6288,5023,0.081928988,0.136451199,0.218275258,-2575.48694,0.116989288,-0.103932584,,,,,,,0.85 
38,127.5203222,37.26949045,2022/10/15,2022-10-29,2265,2978,3906,4351,4542,4693,4673,5890,4666,0.089404359,0.170790008,0.172398292,-2409.927964,0.127663056,-0.115213481,,,,,,,1.08 
39,127.5194183,37.27284545,2022/10/15,2022-10-29,2459,3120,3781,4336,4531,4706,4810,5708,4537,0.11977651,0.132474042,0.284112872,-2654.712025,0.171032336,-0.085377448,,,,,,,0.88 
40,127.5188569,37.27338611,2022/10/15,2022-10-29,2524,3214,3587,4142,4464,4572,4634,5420,4072,0.127356769,0.114382926,0.362183479,-2591.220269,0.181855999,-0.07817784,,,,,,,0.69 
41,127.5184789,37.27395303,2022/10/15,2022-10-29,2558,3227,3945,4429,4565,4721,4779,5801,4487,0.095598349,0.141017386,0.225040475,-2505.032295,0.136507746,-0.096597353,,,,,,,0.61 
42,127.5220381,37.26977395,2022/10/15,2022-10-29,2345,3166,3965,4487,4575,4840,4741,5903,4763,0.089133931,0.16409107,0.177257983,-2443.177991,0.127276996,-0.109169485,,,,,,,1.04 
43,127.5227096,37.26934572,2022/10/15,2022-10-29,2014,2612,3369,3753,3875,3952,4083,5140,4187,0.095813205,0.165137615,0.194169477,-2141.328143,0.136813398,-0.114604792,,,,,,,1.04 
44,127.523696,37.26914646,2022/10/15,2022-10-29,1999,2580,3514,3910,4058,4246,4192,5145,4249,0.08798339,0.166195286,0.164811124,-2153.325611,0.125633302,-0.102067045,,,,,,,0.96 
45,127.5234968,37.26880228,2022/10/15,2022-10-29,1890,2458,3382,3722,3867,3988,3968,4946,3983,0.079727891,0.174115325,0.145250843,-1988.404864,0.113844799,-0.109715055,,,,,,,1.01 
46,127.5196223,37.26865667,2022/10/15,2022-10-29,2552,3410,4276,4747,4862,4993,5041,6168,5022,0.082107975,0.15806398,0.165469804,-2545.099412,0.117244802,-0.100544206,,,,,,,0.91 
47,127.5196544,37.2691177,2022/10/15,2022-10-29,2180,2861,3759,4194,4337,4464,4546,5707,4643,0.094762191,0.169219368,0.183006232,-2377.863825,0.135313436,-0.113235151,,,,,,,0.92 
48,127.5202443,37.26804501,2022/10/15,2022-10-29,2357,2979,3717,4239,4416,4399,4655,5564,4732,0.112040134,0.13926226,0.252680351,-2531.625198,0.159985132,-0.088951952,,,,,,,1.03 
49,127.5189234,37.27063588,2022/10/15,2022-10-29,2612,3380,4097,4584,4802,4969,4897,6312,5304,0.088948188,0.161848421,0.202224469,-2522.280291,0.127011968,-0.126237845,,,,,,,0.99 
50,127.5194,37.27098335,2022/10/15,2022-10-29,2554,3247,3780,4461,4656,4857,4852,6156,5033,0.124189064,0.145888594,0.319885414,-2698.759328,0.177333191,-0.118459302,,,,,,,0.92 
51,127.5200543,37.27125799,2022/10/15,2022-10-29,2583,3270,3787,4412,4609,4757,4843,5698,4725,0.122363847,0.121755071,0.322206627,-2685.259936,0.174726908,-0.081111849,,,,,,,0.99 
52,127.520545,37.27174667,2022/10/15,2022-10-29,2370,3105,3785,4344,4578,4736,4846,5742,4676,0.122928977,0.138027833,0.271161317,-2689.572819,0.175533875,-0.084624103,,,,,,,1.02 
53,127.5210503,37.27205591,2022/10/15,2022-10-29,2317,2927,3484,4092,4378,4504,4688,5493,4357,0.147332354,0.123388812,0.366380622,-2698.914882,0.210379584,-0.079068854,,,,,,,1.06 
54,127.5190066,37.27426701,2022/10/15,2022-10-29,2455,3065,3395,4136,4483,4662,4806,5498,4180,0.172052189,0.101027609,0.521472393,-2844.510488,0.245677704,-0.067158385,,,,,,,0.75 
55,127.5194053,37.27352122,2022/10/15,2022-10-29,2615,3248,3777,4318,4451,4579,4605,5534,4158,0.098783107,0.126489626,0.270393834,-2432.749091,0.141055074,-0.091626393,,,,,,,0.83 
60,127.4966078,37.21005697,2022/10/15,2022-10-29,2364,2950,3621,3983,4178,4209,4341,5792,4713,0.09042954,0.168010919,0.215879108,-2244.968669,0.129126442,-0.1431955,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-10-29,2592,3235,3975,4310,4354,4474,4691,6123,4980,0.08262174,0.16195846,0.196660075,-2372.113359,0.117978018,-0.132420936,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-10-29,2829,3512,4254,4695,4781,4854,4906,6400,5262,0.071179039,0.158736201,0.176914311,-2387.207521,0.101638919,-0.132142225,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-10-29,2364,2931,3622,3931,4062,4198,4250,5762,4394,0.079776423,0.173146643,0.190233854,-2130.062596,0.113914538,-0.151018777,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-10-29,2601,3196,3876,4278,4321,4522,4468,6036,4524,0.070949185,0.167422413,0.180103438,-2172.211921,0.10131024,-0.149276466,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-10-29,1760,1946,2129,2417,2404,2478,2636,3503,2646,0.106400839,0.123254886,0.573270014,-1416.799287,0.151926752,-0.141228213,,,,,,,0.47 
67,127.4978908,37.20771431,2022/10/15,2022-10-29,1802,1993,2215,2449,2475,2609,2671,3464,2599,0.093327876,0.118794326,0.465876584,-1391.891713,0.133260533,-0.129258354,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-10-29,2604,3275,4022,4376,4412,4566,4655,6273,4805,0.072951481,0.172952034,0.170933247,-2279.742643,0.104169577,-0.148060029,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-10-29,2614,3282,4090,4513,4600,4816,4770,6383,5101,0.076749436,0.172985384,0.175149392,-2367.090164,0.1095929,-0.144624765,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-10-29,2760,3385,3759,4494,4601,4810,4882,5903,4694,0.12996181,0.116736015,0.416728514,-2741.435942,0.185576273,-0.094668521,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-10-29,2437,3060,3718,4163,4380,4506,4633,5699,4601,0.109567716,0.142354582,0.26400831,-2507.024925,0.156454681,-0.103174603,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-10-29,2313,2941,3578,4196,4346,4457,4551,5596,4497,0.119694919,0.144032922,0.280484289,-2511.382548,0.170915346,-0.102986104,,,,,,,0.50 
73,127.4986231,37.20938549,2022/10/15,2022-10-29,2803,3426,3734,4431,4584,4820,4869,5893,4776,0.131930722,0.113012313,0.453891066,-2742.613074,0.188387698,-0.0951496,,,,,,,0.21 
74,127.499403,37.20872577,2022/10/15,2022-10-29,2813,3487,4011,4685,4856,5002,5061,6164,5095,0.115740741,0.127486287,0.326878775,-2772.404976,0.165269981,-0.098262806,,,,,,,0.46 
75,127.4992095,37.20841631,2022/10/15,2022-10-29,2708,3329,3872,4545,4753,4870,5011,6065,4878,0.128222447,0.125623018,0.358898412,-2806.017871,0.183092833,-0.095160708,,,,,,,0.15 
76,127.492623,37.19835777,2022/10/15,2022-10-29,2581,3160,3697,4203,4353,4491,4651,5956,5053,0.114278869,0.1433817,0.318999532,-2540.634701,0.163181859,-0.12303196,,,,,,,0.74 
77,127.4923922,37.19881469,2022/10/15,2022-10-29,2594,3337,3916,4471,4759,4822,5018,6297,5317,0.123349004,0.145918654,0.304083885,-2787.07083,0.176133939,-0.113035793,,,,,,,0.73 
78,127.4929809,37.19876169,2022/10/15,2022-10-29,2482,3065,3604,4082,4273,4367,4527,5820,4916,0.113516173,0.146960385,0.306156296,-2469.214503,0.162092562,-0.124963758,,,,,,,0.04 
79,127.4934023,37.19898994,2022/10/15,2022-10-29,2638,3198,3677,4162,4272,4479,4585,5858,4936,0.10990075,0.137963958,0.330759143,-2482.753277,0.156930142,-0.121899837,,,,,,,0.32 
80,127.4937298,37.19930977,2022/10/15,2022-10-29,2448,2963,3363,3957,4138,4379,4429,5624,4681,0.136806982,0.133005547,0.426536492,-2513.160343,0.195349639,-0.118869989,,,,,,,0.62 
81,127.4945285,37.19922477,2022/10/15,2022-10-29,2749,3379,3899,4474,4716,4870,5096,6343,5248,0.13307393,0.132526124,0.380072395,-2875.555813,0.19002053,-0.109013026,,,,,,,0.38 
82,127.4952055,37.19881011,2022/10/15,2022-10-29,2733,3382,3844,4453,4679,4823,4993,6202,5242,0.130021501,0.130542426,0.379935189,-2804.038634,0.185661711,-0.10799464,,,,,,,0.58 
83,127.4958015,37.19808189,2022/10/15,2022-10-29,2809,3521,3988,4537,4739,4902,4996,6245,5135,0.112199466,0.134604723,0.320712695,-2717.96003,0.160213204,-0.111111111,,,,,,,0.23 
84,127.4955048,37.19754543,2022/10/15,2022-10-29,2805,3490,4064,4606,4740,4915,5028,6489,5420,0.106027277,0.147938649,0.287744015,-2700.472185,0.151399824,-0.126855952,,,,,,,0.18 
85,127.4946166,37.19732311,2022/10/15,2022-10-29,2521,3053,3539,4106,4455,4482,4763,5856,4902,0.147434353,0.126566341,0.431563359,-2742.457731,0.210525403,-0.102928713,,,,,,,0.68 
86,127.4941847,37.19765634,2022/10/15,2022-10-29,2852,3525,3997,4660,4866,4961,5141,6409,5277,0.125191508,0.131148432,0.369795707,-2864.395851,0.178765101,-0.10978355,,,,,,,0.21 
87,127.493451,37.19752011,2022/10/15,2022-10-29,2402,2972,3409,3933,4237,4477,4625,5688,4737,0.151356734,0.128380055,0.430290163,-2676.177814,0.216125902,-0.10307379,,,,,,,0.87 
88,127.3692737,37.22355058,2022/10/16,2022-10-29,2054,2484,2878,3196,3347,3505,3578,4304,3870,0.10842627,0.120961448,0.321572951,-1931.491254,0.15482245,-0.092108602,,,,,,,2.61 
89,127.3691897,37.22400529,2022/10/16,2022-10-29,2032,2418,2791,3165,3318,3446,3585,4250,3802,0.124529486,0.112498025,0.38982718,-1995.130412,0.177816169,-0.084875558,,,,,,,2.37 
