id,xcoord(long),ycoord(lat),sampling date,sensing date,1,2,3,4,5,6,7,8,9,10,11,12,NDVI,BSI,EVI,AVI,SAVI,NDMI,C,S,SWHC,Sand (%),Silt (%),Clay (%),SOC
17,127.5366973,37.11976759,2022-8-27,2022-10-24,0.21097,0.2316,0.3164,0.4152,0.47281,0.48328,0.51318,0.5351,0.51349,0.5173,0.70439,0.48214,0.126170683,0.18708152,0.226949227,0.334775627,0.124223464,-0.136580368,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-10-24,0.16755,0.1788,0.2664,0.3648,0.40564,0.42017,0.44992,0.473,0.46489,0.47277,0.67956,0.45825,0.129147768,0.23144043,0.215020429,0.319153514,0.122064781,-0.179218435,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-10-24,0.14098,0.191,0.2806,0.3788,0.42258,0.43368,0.46144,0.4945,0.47407,0.48679,0.66871,0.43842,0.132485973,0.208890889,0.230371621,0.328783767,0.126965035,-0.149766594,12,39,0.307692308,,,,1.08
27,127.5243353,37.12714944,2022-8-27,2022-10-24,0.04975,0.0535,0.0696,0.0836,0.09132,0.09678,0.0968,0.1004,0.1006,0.09094,0.11008,0.06852,0.091304348,0.114448472,0.039845173,0.11562259,0.0392,-0.045990118,15,30,0.5,,,,1.39
35,127.5239773,37.27107962,2022/10/15,2022-10-24,0.18472,0.1462,0.2238,0.3364,0.39326,0.4125,0.42655,0.4438,0.4369,0.43136,0.53951,0.38913,0.137657011,0.195039259,0.192362803,0.316251542,0.126938586,-0.097334513,,,,,,,1.00 
36,127.5231857,37.27036738,2022/10/15,2022-10-24,0.27466,0.1962,0.2742,0.3408,0.39876,0.44019,0.4551,0.4732,0.4674,0.54634,0.53665,0.37052,0.162653563,0.134499143,0.212405508,0.345660675,0.152228019,-0.062831114,,,,,,,0.86 
60,127.4966078,37.21005697,2022/10/15,2022-10-24,0.11785,0.1476,0.2144,0.2944,0.33757,0.33062,0.34057,0.3673,0.37539,0.36879,0.51233,0.36373,0.110170772,0.220810666,0.159446029,0.266339559,0.095531981,-0.164876141,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-10-24,0.11582,0.1406,0.2078,0.288,0.32681,0.33499,0.35422,0.3685,0.36036,0.36455,0.49841,0.36895,0.122619954,0.214054697,0.165170218,0.276421056,0.105997234,-0.149854079,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-10-24,0.12744,0.197,0.2874,0.3664,0.40337,0.41681,0.42608,0.4476,0.42185,0.42678,0.57603,0.42166,0.0997543,0.187665009,0.169101844,0.284503158,0.093360386,-0.125465256,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-10-24,0.12974,0.1434,0.212,0.294,0.32003,0.34526,0.36135,0.3739,0.36266,0.37088,0.52437,0.3457,0.119628687,0.225407473,0.161028973,0.276292427,0.104112784,-0.167510882,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-10-24,0.12752,0.1776,0.2518,0.3356,0.36949,0.38277,0.39304,0.4181,0.40147,0.41763,0.56372,0.37445,0.109459997,0.203087584,0.172202184,0.2840455,0.099695354,-0.148316392,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-10-24,0.14414,0.1976,0.2844,0.3812,0.42136,0.43087,0.45067,0.4697,0.45071,0.46403,0.62573,0.39743,0.104007521,0.202857433,0.185004014,0.295192087,0.098817734,-0.142437216,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-10-24,0.13785,0.1902,0.28,0.376,0.42254,0.44402,0.44846,0.4672,0.45631,0.47382,0.62052,0.39981,0.108159393,0.205040147,0.173870604,0.298465465,0.102449339,-0.140955393,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-10-24,0.14958,0.1766,0.2636,0.3464,0.3956,0.40461,0.42003,0.4336,0.43203,0.44249,0.5885,0.38565,0.111794872,0.21014821,0.172569384,0.291276826,0.103080795,-0.151550729,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-10-24,0.13932,0.1786,0.2584,0.3416,0.37825,0.40171,0.40586,0.432,0.41127,0.41799,0.58848,0.40521,0.116856256,0.207362983,0.176526643,0.295153089,0.107432756,-0.153339605,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-10-24,0.12812,0.1902,0.2776,0.3704,0.40739,0.42643,0.44027,0.4581,0.44059,0.46678,0.60512,0.42539,0.105853953,0.201512483,0.177002939,0.293545122,0.099670195,-0.138278061,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-10-24,0.12942,0.1936,0.2708,0.3094,0.37804,0.40872,0.41686,0.445,0.43601,0.44497,0.51236,0.35704,0.179745493,0.125421129,0.214989663,0.346695942,0.1637659,-0.070360157,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-10-24,0.12996,0.1354,0.2124,0.3018,0.36857,0.37629,0.39775,0.4008,0.39727,0.41168,0.49922,0.36572,0.140905209,0.19803772,0.177414268,0.302585132,0.125041571,-0.109353125,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-10-24,0.12018,0.1364,0.2154,0.2886,0.34649,0.37594,0.37948,0.4091,0.40391,0.4139,0.48948,0.35317,0.172710334,0.175720395,0.200801205,0.327323206,0.152859554,-0.089452247,,,,,,,0.50 
73,127.4986231,37.20938549,2022/10/15,2022-10-24,0.12776,0.199,0.2702,0.3108,0.37835,0.40342,0.41929,0.4407,0.43207,0.4585,0.50157,0.36686,0.172854291,0.118913,0.212224386,0.340433657,0.157267656,-0.064599319,,,,,,,0.21 
74,127.499403,37.20872577,2022/10/15,2022-10-24,0.13443,0.1822,0.2646,0.32,0.39881,0.42013,0.43985,0.4595,0.45012,0.46847,0.53938,0.38918,0.178960872,0.145015589,0.220688739,0.351929937,0.164973913,-0.079969566,,,,,,,0.46 
75,127.4992095,37.20841631,2022/10/15,2022-10-24,0.13431,0.2004,0.2766,0.3188,0.40316,0.42318,0.44379,0.4578,0.44875,0.44149,0.54268,0.38023,0.178985321,0.133765003,0.216392258,0.351281336,0.16477835,-0.084839277,,,,,,,0.15 
82,127.4952055,37.19881011,2022/10/15,2022-10-24,0.11338,0.1814,0.249,0.3028,0.35879,0.38026,0.38718,0.4388,0.39139,0.38809,0.50418,0.36735,0.183387271,0.130873471,0.2345863,0.346514146,0.166046512,-0.06933339,,,,,,,0.58 
83,127.4958015,37.19808189,2022/10/15,2022-10-24,0.15295,0.2048,0.2934,0.3572,0.42048,0.44571,0.46214,0.482,0.47323,0.47059,0.5978,0.44534,0.14871306,0.163357291,0.21120182,0.338152418,0.140636364,-0.107242082,,,,,,,0.23 
84,127.4955048,37.19754543,2022/10/15,2022-10-24,0.14813,0.189,0.2856,0.3604,0.43073,0.45704,0.46379,0.4839,0.47767,0.50321,0.61882,0.46688,0.146275021,0.185410261,0.202706252,0.336855528,0.138613535,-0.122352002,,,,,,,0.18 
85,127.4946166,37.19732311,2022/10/15,2022-10-24,0.13145,0.1538,0.2302,0.2844,0.34511,0.37215,0.39536,0.4124,0.41553,0.41791,0.52154,0.40331,0.1836969,0.174719781,0.211598228,0.335531259,0.162503556,-0.116859755,,,,,,,0.68 
86,127.4941847,37.19765634,2022/10/15,2022-10-24,0.08392,0.1598,0.2496,0.29,0.36174,0.37889,0.38681,0.424,0.41113,0.42149,0.50879,0.38618,0.18767507,0.155498015,0.220055966,0.342959629,0.167558669,-0.090899345,,,,,,,0.21 
93,127.3677431,37.22464125,2022/10/16,2022-10-24,0.07921,0.0598,0.0904,0.1182,0.12468,0.14167,0.1545,0.1451,0.17208,0.16882,0.16812,0.14677,0.102164831,0.16575058,0.060661002,0.150983653,0.055566614,-0.073494668,,,,,,,2.51 
1,127.4844862,37.1540762,2022-7-26,2022-10-29,0.0843,0.096,0.142,0.1828,0.21946,0.25593,0.25838,0.2684,0.2797,0.28263,0.39233,0.29595,0.189716312,0.224292998,0.149339139,0.265783619,0.139031847,-0.187565269,,,0.7,68,30.5,1.6,0.71 
2,127.4852446,37.1545173,2022-7-26,2022-10-29,0.07705,0.1148,0.1674,0.2286,0.25741,0.27416,0.2875,0.3043,0.30447,0.29652,0.4231,0.32789,0.142052918,0.21722077,0.153268651,0.260951114,0.112498283,-0.163321419,,,0.75,75.2,23.6,1.2,0.86 
3,127.4861837,37.1552674,2022-7-26,2022-10-29,0.07607,0.1228,0.1726,0.2458,0.28749,0.30679,0.32255,0.332,0.32533,0.33688,0.46377,0.3524,0.14918657,0.218805019,0.162122717,0.278426537,0.122383774,-0.165588047,,,0.8,63.8,33.5,2.7,0.87 
4,127.4828685,37.1539711,2022-7-26,2022-10-29,0.08378,0.1188,0.167,0.2238,0.2615,0.2752,0.28705,0.2968,0.29987,0.29594,0.41508,0.32543,0.14022282,0.211744177,0.143757385,0.256204526,0.109892473,-0.166151599,,,1,77.8,17.6,4.7,1.00 
5,127.4812562,37.1576694,2022-7-26,2022-10-29,0.07115,0.0836,0.1114,0.1412,0.16618,0.1879,0.21562,0.2349,0.24139,0.25533,0.32517,0.23915,0.249135868,0.188400627,0.179736055,0.266382004,0.166401691,-0.161176282,,,0.7,81.1,16,2.9,0.84 
6,127.489336,37.1402543,2022-7-26,2022-10-29,0.09347,0.162,0.2188,0.2958,0.34837,0.34505,0.35311,0.3824,0.3661,0.35629,0.5329,0.38783,0.127690947,0.207049741,0.175417274,0.285700236,0.111792443,-0.164426964,,,0.7,68,30.3,1.7,1.07 
7,127.5011897,37.1504977,2022-7-26,2022-10-29,0.10292,0.0656,0.0652,0.0618,0.06645,0.07196,0.07548,0.0761,0.08593,0.0858,0.11431,0.0981,0.103698332,0.108272238,0.034231491,0.100694413,0.036084821,-0.200672234,,,0.65,66.2,32.5,1.4,0.47 
8,127.5006666,37.1508839,2022-7-26,2022-10-29,0.07493,0.0611,0.0634,0.0612,0.06175,0.06781,0.06893,0.0706,0.07222,0.06797,0.10238,0.09911,0.071320182,0.107965321,0.023074053,0.085408654,0.023978564,-0.183720661,,,0.6,67.4,32.6,0,0.52 
11,127.5096228,37.14043306,2022-8-27,2022-10-29,0.10132,0.1366,0.1888,0.2622,0.29956,0.3211,0.33652,0.3448,0.34813,0.35076,0.47607,0.36917,0.136079077,0.210606148,0.158249674,0.27594889,0.113964058,-0.159915699,22,42,0.523809524,,,,1.00
12,127.5100907,37.14023002,2022-8-27,2022-10-29,0.1025,0.1366,0.192,0.253,0.29105,0.31243,0.32467,0.3421,0.33564,0.33932,0.45453,0.34723,0.149722736,0.192905254,0.168854895,0.28343303,0.124362037,-0.141132019,38,46,0.826086957,,,,1.54
13,127.5115348,37.13953628,2022-8-27,2022-10-29,0.09375,0.1368,0.1954,0.25,0.28752,0.29759,0.31662,0.3363,0.32139,0.32398,0.44765,0.3417,0.147194269,0.191800128,0.173037439,0.27921129,0.121498965,-0.14203712,16,37,0.432432432,,,,0.90
14,127.5135122,37.13302932,2022-8-27,2022-10-29,0.10336,0.1686,0.2408,0.3208,0.35873,0.36939,0.38473,0.4027,0.38605,0.40012,0.55264,0.38033,0.113199724,0.209131055,0.168790807,0.281895236,0.101565957,-0.156949358,16,40,0.4,,,,1.46
17,127.5366973,37.11976759,2022-8-27,2022-10-29,0.2127,0.2888,0.3264,0.3688,0.41105,0.41039,0.42291,0.4271,0.42344,0.41668,0.60986,0.51194,0.073250408,0.155060901,0.129735455,0.250488835,0.068022224,-0.17624595,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-10-29,0.18088,0.1712,0.2348,0.3084,0.33936,0.34304,0.36705,0.3839,0.37569,0.38489,0.56355,0.4012,0.109056767,0.222031464,0.167162619,0.271648107,0.096236722,-0.189614228,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-10-29,0.13071,0.1814,0.2448,0.3256,0.35913,0.3654,0.384,0.4063,0.40518,0.392,0.58123,0.41953,0.110260965,0.213532013,0.174418605,0.280680757,0.099353048,-0.177138922,12,39,0.307692308,,,,1.08
24,127.5249595,37.12756278,2022-8-27,2022-10-29,0.07486,0.0996,0.1412,0.2022,0.22604,0.23645,0.25397,0.2697,0.26067,0.26253,0.36429,0.25901,0.143038779,0.210720354,0.143996928,0.243983009,0.107111901,-0.149197937,25,35,0.714285714,,,,1.51
25,127.5239128,37.12716028,2022-8-27,2022-10-29,0.08816,0.1438,0.2036,0.2868,0.32303,0.33837,0.35507,0.3709,0.36564,0.38137,0.46477,0.33396,0.127869849,0.187061211,0.168183854,0.281247101,0.110615087,-0.112329029,18,28,0.642857143,,,,1.26
26,127.524152,37.12687745,2022-8-27,2022-10-29,0.08123,0.13,0.1802,0.2522,0.27334,0.29586,0.30862,0.3157,0.31095,0.29732,0.39596,0.28499,0.11181546,0.185087671,0.13236226,0.246572472,0.09105131,-0.112778574,20,30,0.666666667,,,,1.61
27,127.5243353,37.12714944,2022-8-27,2022-10-29,0.08391,0.1252,0.1706,0.2308,0.25096,0.26373,0.27876,0.301,0.29093,0.28476,0.37678,0.273,0.132004513,0.175453191,0.152293514,0.253307254,0.104444259,-0.111806191,15,30,0.5,,,,1.39
35,127.5239773,37.27107962,2022/10/15,2022-10-29,0.08207,0.1022,0.1646,0.2652,0.30889,0.32243,0.33245,0.3466,0.33971,0.33587,0.45466,0.34753,0.133050016,0.231940855,0.157485799,0.274709727,0.11178996,-0.134862591,,,,,,,1.00 
36,127.5231857,37.27036738,2022/10/15,2022-10-29,0.09439,0.1498,0.2266,0.2946,0.35706,0.37089,0.38098,0.3972,0.39212,0.40012,0.49229,0.37305,0.14830876,0.179842416,0.181523524,0.306335517,0.130838364,-0.106903956,,,,,,,0.86 
37,127.5211756,37.26915175,2022/10/15,2022-10-29,0.11284,0.1974,0.274,0.3284,0.37777,0.38364,0.39859,0.4167,0.40841,0.41062,0.52839,0.40308,0.118507583,0.164995343,0.175820762,0.291271704,0.107486489,-0.118179221,,,,,,,0.85 
38,127.5203222,37.26949045,2022/10/15,2022-10-29,0.10602,0.1204,0.191,0.2832,0.32184,0.34405,0.35824,0.3627,0.35669,0.36521,0.47953,0.35831,0.123084069,0.224452774,0.152532617,0.274433775,0.105713754,-0.138715078,,,,,,,1.08 
39,127.5194183,37.27284545,2022/10/15,2022-10-29,0.11232,0.1422,0.2066,0.261,0.32087,0.34255,0.36024,0.3743,0.37109,0.37644,0.45634,0.34142,0.178340941,0.162776373,0.1924122,0.315281188,0.152160632,-0.098767216,,,,,,,0.88 
40,127.5188569,37.27338611,2022/10/15,2022-10-29,0.11249,0.147,0.217,0.26,0.31138,0.34552,0.35658,0.3686,0.36045,0.37452,0.43955,0.30686,0.172764874,0.151380488,0.182004666,0.309413286,0.146773424,-0.087793108,,,,,,,0.69 
41,127.5184789,37.27395303,2022/10/15,2022-10-29,0.11133,0.163,0.2292,0.3076,0.35548,0.36488,0.38388,0.3979,0.38849,0.40516,0.49559,0.35925,0.12799433,0.177620245,0.176342389,0.291926094,0.11376127,-0.109335303,,,,,,,0.61 
42,127.5220381,37.26977395,2022/10/15,2022-10-29,0.1008,0.14,0.2276,0.314,0.36107,0.36661,0.39661,0.404,0.38525,0.39802,0.51247,0.3888,0.125348189,0.206111772,0.180193167,0.292179223,0.112146597,-0.118356302,,,,,,,1.04 
43,127.5227096,37.26934572,2022/10/15,2022-10-29,0.08942,0.1036,0.1698,0.2508,0.28859,0.30234,0.30719,0.3305,0.32372,0.33043,0.43251,0.32952,0.137106485,0.223024673,0.157691882,0.270235573,0.112762905,-0.133694185,,,,,,,1.04 
44,127.523696,37.26914646,2022/10/15,2022-10-29,0.08868,0.1098,0.1726,0.2756,0.31338,0.32931,0.34784,0.3431,0.33917,0.34616,0.43558,0.33766,0.109099725,0.221874785,0.134788651,0.255996667,0.092089424,-0.11876509,,,,,,,0.96 
45,127.5234968,37.26880228,2022/10/15,2022-10-29,0.06781,0.0944,0.1544,0.2508,0.28463,0.29922,0.31229,0.3245,0.30849,0.31122,0.40752,0.30733,0.128107075,0.222257292,0.148730243,0.261673646,0.104897438,-0.113412202,,,,,,,1.01 
46,127.5196223,37.26865667,2022/10/15,2022-10-29,0.1055,0.1598,0.2504,0.3324,0.38355,0.39485,0.40854,0.4353,0.41334,0.41395,0.52707,0.40975,0.134036733,0.181751308,0.196164404,0.310389335,0.122891361,-0.095358334,,,,,,,0.91 
47,127.5196544,37.2691177,2022/10/15,2022-10-29,0.11929,0.1268,0.1926,0.2796,0.32357,0.3394,0.3522,0.3608,0.36181,0.35626,0.48011,0.37287,0.126795753,0.218157475,0.156129826,0.276353787,0.108530139,-0.141882009,,,,,,,0.92 
48,127.5202443,37.26804501,2022/10/15,2022-10-29,0.06959,0.1402,0.2036,0.2746,0.32977,0.34406,0.34669,0.3674,0.37291,0.34051,0.45916,0.37064,0.144548287,0.182187278,0.169064172,0.291354386,0.123848972,-0.111014324,,,,,,,1.03 
49,127.5189234,37.27063588,2022/10/15,2022-10-29,0.10545,0.1664,0.2408,0.3156,0.3638,0.38688,0.40452,0.4152,0.39461,0.40694,0.53633,0.43839,0.136288998,0.188576451,0.181820837,0.304748957,0.122738005,-0.127300243,,,,,,,0.99 
50,127.5194,37.27098335,2022/10/15,2022-10-29,0.09419,0.1196,0.2042,0.2382,0.31271,0.32874,0.34851,0.35,0.35005,0.34736,0.47582,0.36606,0.190071404,0.206502087,0.181973254,0.310063234,0.157105294,-0.152357657,,,,,,,0.92 
51,127.5200543,37.27125799,2022/10/15,2022-10-29,0.11125,0.1426,0.2104,0.261,0.32268,0.34511,0.35997,0.3725,0.36945,0.38151,0.44718,0.35288,0.176006314,0.157837944,0.187627048,0.31309913,0.149997174,-0.091108725,,,,,,,0.99 
52,127.520545,37.27174667,2022/10/15,2022-10-29,0.10716,0.1316,0.2128,0.279,0.33606,0.36138,0.37725,0.3905,0.38899,0.39527,0.47753,0.37125,0.166542196,0.183344674,0.190106937,0.315459582,0.145076993,-0.100261512,,,,,,,1.02 
53,127.5210503,37.27205591,2022/10/15,2022-10-29,0.11128,0.1292,0.1878,0.2352,0.29776,0.33102,0.34251,0.3617,0.36398,0.35625,0.44077,0.32582,0.211928296,0.158603786,0.199675468,0.327086263,0.176253293,-0.098533279,,,,,,,1.06 
54,127.5190066,37.27426701,2022/10/15,2022-10-29,0.10789,0.1442,0.2066,0.239,0.31242,0.3472,0.36464,0.382,0.37897,0.38065,0.44825,0.31697,0.230273752,0.132720755,0.213726311,0.346413402,0.194665396,-0.079795242,,,,,,,0.75 
55,127.5194053,37.27352122,2022/10/15,2022-10-29,0.1291,0.1794,0.241,0.2874,0.34274,0.35544,0.36884,0.38,0.37176,0.3827,0.46589,0.32574,0.138747378,0.147704332,0.170579306,0.292693762,0.120716451,-0.101538025,,,,,,,0.83 
56,127.5200012,37.27318118,2022/10/15,2022-10-29,0.0992,0.1262,0.187,0.2234,0.29896,0.33063,0.35728,0.3805,0.375,0.37393,0.42674,0.31589,0.260142408,0.123992946,0.232564336,0.359398349,0.217403624,-0.057281602,,,,,,,0.76 
57,127.5206332,37.272799,2022/10/15,2022-10-29,0.11152,0.1364,0.191,0.2274,0.30945,0.3564,0.37447,0.3961,0.39292,0.38808,0.42687,0.30192,0.270569366,0.102606234,0.230590487,0.372355874,0.229104708,-0.037388969,,,,,,,0.79 
60,127.4966078,37.21005697,2022/10/15,2022-10-29,0.10993,0.136,0.1914,0.2598,0.29982,0.31868,0.31679,0.3275,0.3389,0.34181,0.47711,0.37172,0.115273285,0.227763847,0.131091799,0.254126342,0.095218753,-0.185941015,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-10-29,0.10733,0.153,0.2148,0.2872,0.32028,0.32611,0.33819,0.3532,0.36107,0.35021,0.5032,0.39045,0.103060587,0.219188647,0.142750852,0.255178516,0.088214152,-0.175151798,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-10-29,0.11282,0.1842,0.2562,0.3328,0.37551,0.38425,0.39129,0.4021,0.39504,0.39426,0.54581,0.43112,0.094298544,0.199541269,0.142992737,0.264915752,0.085097945,-0.15160722,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-10-29,0.11417,0.1328,0.191,0.2608,0.29187,0.30732,0.3198,0.332,0.32578,0.33424,0.47344,0.33893,0.120107962,0.224713104,0.145911207,0.259493616,0.099601881,-0.17560588,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-10-29,0.10524,0.1576,0.2194,0.2824,0.32044,0.32563,0.34405,0.3603,0.34356,0.34425,0.49745,0.34852,0.121207406,0.201849355,0.162823557,0.272078808,0.103895769,-0.159895074,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-10-29,0.07894,0.0684,0.0756,0.0872,0.11298,0.11276,0.1167,0.1059,0.13095,0.14371,0.19426,0.13057,0.096841015,0.235123749,0.041428141,0.121816018,0.042994043,-0.294376333,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-10-29,0.06536,0.0631,0.0798,0.0902,0.09284,0.09641,0.10234,0.1086,0.10799,0.11047,0.12951,0.09118,0.092555332,0.122659104,0.045519316,0.122048148,0.041919592,-0.087816555,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-10-29,0.07809,0.0656,0.0747,0.0843,0.09666,0.09843,0.11471,0.1033,0.1151,0.12001,0.17731,0.11692,0.101279318,0.215349237,0.044742519,0.121581933,0.044074074,-0.263746837,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-10-29,0.11665,0.1564,0.222,0.2966,0.3331,0.33586,0.35296,0.3668,0.35979,0.35665,0.5247,0.37651,0.105818511,0.221718111,0.15162511,0.26261706,0.091850467,-0.177117218,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-10-29,0.10757,0.1656,0.2356,0.3128,0.35725,0.36623,0.38726,0.3911,0.38322,0.39914,0.54659,0.41518,0.111237392,0.213750538,0.157547808,0.27608591,0.098782931,-0.165822393,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-10-29,0.11031,0.177,0.2388,0.279,0.35096,0.36161,0.38072,0.3908,0.38873,0.37465,0.48728,0.36667,0.166915497,0.148776685,0.190400283,0.315823087,0.145427582,-0.109876093,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-10-29,0.12076,0.1394,0.2086,0.278,0.32208,0.34554,0.3562,0.3668,0.36936,0.37316,0.47615,0.36819,0.137717122,0.196731067,0.163832802,0.286501234,0.118201342,-0.129722997,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-10-29,0.11276,0.1376,0.2006,0.2734,0.33453,0.34772,0.35599,0.3712,0.36466,0.37411,0.46696,0.35813,0.151721998,0.18537257,0.173771517,0.297678457,0.130205482,-0.114250262,,,,,,,0.50 
73,127.4986231,37.20938549,2022/10/15,2022-10-29,0.11662,0.1802,0.2454,0.2724,0.34526,0.36014,0.38453,0.3969,0.38909,0.40388,0.49118,0.37877,0.18601524,0.139093594,0.205480809,0.330050995,0.162021325,-0.106161607,,,,,,,0.21 
74,127.499403,37.20872577,2022/10/15,2022-10-29,0.11711,0.1822,0.2456,0.2968,0.36472,0.3819,0.39598,0.4152,0.40351,0.42086,0.51515,0.40772,0.166292135,0.152233299,0.199918952,0.32575866,0.148311579,-0.107432687,,,,,,,0.46 
75,127.4992095,37.20841631,2022/10/15,2022-10-29,0.10915,0.1814,0.2402,0.2862,0.35807,0.378,0.39033,0.4091,0.40256,0.3817,0.50918,0.38553,0.176758234,0.147833867,0.200738273,0.329852137,0.156237158,-0.108986366,,,,,,,0.15 
76,127.492623,37.19835777,2022/10/15,2022-10-29,0.12033,0.1614,0.2128,0.2712,0.32153,0.33381,0.34806,0.3696,0.36282,0.37649,0.49688,0.40893,0.153558052,0.182498383,0.183793315,0.29815709,0.13147006,-0.146893177,,,,,,,0.74 
77,127.4923922,37.19881469,2022/10/15,2022-10-29,0.10772,0.1608,0.2376,0.2954,0.352,0.38186,0.38874,0.4184,0.408,0.40622,0.53341,0.43372,0.172317176,0.17727857,0.205815028,0.330988681,0.153830793,-0.120832939,,,,,,,0.73 
78,127.4929809,37.19876169,2022/10/15,2022-10-29,0.12083,0.1522,0.2152,0.271,0.3172,0.3344,0.34575,0.3639,0.3606,0.36875,0.49204,0.39996,0.146322255,0.193051582,0.17360592,0.291010348,0.124810612,-0.149706755,,,,,,,0.04 
79,127.4934023,37.19898994,2022/10/15,2022-10-29,0.10718,0.1654,0.2204,0.2644,0.30973,0.32587,0.34183,0.3636,0.35711,0.36925,0.48266,0.38607,0.157961783,0.170885382,0.185653756,0.298258221,0.134145455,-0.140689623,,,,,,,0.32 
80,127.4937298,37.19930977,2022/10/15,2022-10-29,0.09421,0.142,0.198,0.2374,0.29675,0.3082,0.33578,0.3384,0.33865,0.36586,0.45811,0.36399,0.175408128,0.182930666,0.17944709,0.296494182,0.143682008,-0.150293154,,,,,,,0.62 
81,127.4945285,37.19922477,2022/10/15,2022-10-29,0.10482,0.1812,0.2386,0.2954,0.35369,0.37795,0.39332,0.4244,0.41843,0.43576,0.54481,0.43378,0.179216449,0.162268901,0.218407152,0.337885256,0.160491375,-0.124235202,,,,,,,0.38 
82,127.4952055,37.19881011,2022/10/15,2022-10-29,0.11999,0.1732,0.2342,0.2846,0.34305,0.36408,0.38016,0.3955,0.39672,0.40296,0.51542,0.41925,0.163064255,0.169004617,0.191804798,0.315410144,0.142915982,-0.131647126,,,,,,,0.58 
83,127.4958015,37.19808189,2022/10/15,2022-10-29,0.13695,0.1816,0.258,0.3046,0.35415,0.37206,0.38757,0.4017,0.39716,0.39232,0.53225,0.41937,0.137476993,0.178537478,0.17987344,0.300459022,0.122241735,-0.139782644,,,,,,,0.23 
84,127.4955048,37.19754543,2022/10/15,2022-10-29,0.13955,0.1948,0.2592,0.3232,0.37821,0.38899,0.40594,0.422,0.4166,0.43379,0.57027,0.45818,0.132581857,0.183192409,0.185443789,0.30444575,0.120257757,-0.149425056,,,,,,,0.18 
85,127.4946166,37.19732311,2022/10/15,2022-10-29,0.12979,0.1636,0.2242,0.2778,0.33703,0.36363,0.37786,0.404,0.39643,0.40155,0.51308,0.41723,0.185098269,0.164360167,0.210014112,0.332684628,0.162383853,-0.118942731,,,,,,,0.68 
86,127.4941847,37.19765634,2022/10/15,2022-10-29,0.10988,0.196,0.263,0.3136,0.37879,0.39451,0.40601,0.423,0.42167,0.42896,0.55524,0.43857,0.148520228,0.167921282,0.190186779,0.316697757,0.134143225,-0.135181551,,,,,,,0.21 
87,127.493451,37.19752011,2022/10/15,2022-10-29,0.09289,0.1548,0.2192,0.2646,0.31533,0.34022,0.36391,0.3864,0.37939,0.38003,0.49877,0.40281,0.187096774,0.170301325,0.210986544,0.325888732,0.161195922,-0.126947366,,,,,,,0.87 
88,127.3692737,37.22355058,2022/10/16,2022-10-29,0.07315,0.105,0.1462,0.1842,0.21647,0.23229,0.2498,0.2563,0.25367,0.26067,0.32856,0.28373,0.163677639,0.173283299,0.142092484,0.247033503,0.118547841,-0.123550935,,,,,,,2.61 
89,127.3691897,37.22400529,2022/10/16,2022-10-29,0.08148,0.1018,0.1404,0.1856,0.21743,0.22954,0.24055,0.2517,0.25622,0.26374,0.3259,0.28217,0.151154814,0.18265896,0.133595809,0.238400675,0.109084479,-0.128462604,,,,,,,2.37 
90,127.3686767,37.22373658,2022/10/16,2022-10-29,0.07873,0.1004,0.1412,0.1836,0.21594,0.23147,0.24582,0.2542,0.25943,0.26737,0.33276,0.28931,0.16126085,0.185726095,0.139413279,0.244696495,0.11644352,-0.13384217,,,,,,,3.68 
