id,xcoord(long),ycoord(lat),sampling date,sensing date,1,2,3,4,5,6,7,8,9,10,11,12,NDVI,BSI,EVI,AVI,SAVI,NDMI,C,S,SWHC,Sand (%),Silt (%),Clay (%),SOC
1,127.4844862,37.1540762,2022-7-26,2022-6-1,0.10868,0.1528,0.2256,0.3088,0.35811,0.41561,0.42981,0.452,0.45821,0.46119,0.45868,0.33458,0.188222923,0.118547235,0.219677724,0.355000034,0.172013459,-0.007335178,,,0.7,68,30.5,1.6,0.71 
2,127.4852446,37.1545173,2022-7-26,2022-6-1,0.12119,0.207,0.2946,0.4032,0.44438,0.46117,0.48472,0.5153,0.50704,0.51287,0.55052,0.39463,0.122046815,0.138077111,0.222717592,0.325460427,0.11888511,-0.033044979,,,0.75,75.2,23.6,1.2,0.86 
3,127.4861837,37.1552674,2022-7-26,2022-6-1,0.11056,0.1938,0.272,0.3876,0.44757,0.45597,0.47389,0.4951,0.49256,0.49884,0.52392,0.36816,0.121785431,0.139100986,0.202995649,0.319432321,0.117120623,-0.028282075,,,0.8,63.8,33.5,2.7,0.87 
4,127.4828685,37.1539711,2022-7-26,2022-6-1,0.12599,0.1946,0.2728,0.376,0.43381,0.44057,0.46657,0.4856,0.49037,0.48631,0.553,0.40561,0.1272052,0.154610987,0.209316894,0.321433601,0.121362283,-0.064895051,,,1,77.8,17.6,4.7,1.00 
5,127.4812562,37.1576694,2022-7-26,2022-6-1,0.10426,0.1894,0.2458,0.298,0.30659,0.33511,0.36345,0.3836,0.38399,0.4045,0.45811,0.3962,0.125586854,0.137768883,0.184600521,0.284596677,0.110162942,-0.088522175,,,0.7,81.1,16,2.9,0.84 
6,127.489336,37.1402543,2022-7-26,2022-6-1,0.13395,0.2386,0.3152,0.4136,0.42479,0.47257,0.50595,0.5208,0.51203,0.51378,0.61069,0.4601,0.114726027,0.148506747,0.213678621,0.319904175,0.112361715,-0.079443919,,,0.7,68,30.3,1.7,1.07 
7,127.5011897,37.1504977,2022-7-26,2022-6-1,0.09402,0.1096,0.123,0.1318,0.14902,0.15977,0.15826,0.1433,0.16479,0.14868,0.19711,0.17241,0.041802981,0.130644025,0.025821343,0.112682015,0.023356564,-0.158074087,,,0.65,66.2,32.5,1.4,0.47 
10,127.5143499,37.14533637,2022-8-27,2022-6-1,0.08208,0.1282,0.197,0.2874,0.30711,0.33986,0.36162,0.3788,0.35449,0.36049,0.41533,0.32017,0.137196037,0.161796434,0.180995834,0.29111684,0.119282764,-0.046000025,23,37,0.621621622,,,,0.30
11,127.5096228,37.14043306,2022-8-27,2022-6-1,0.1315,0.1616,0.2254,0.3066,0.35151,0.38312,0.40356,0.4251,0.41226,0.42913,0.51286,0.402,0.16195162,0.165528816,0.20799399,0.326887086,0.145915323,-0.093564758,22,42,0.523809524,,,,1.00
12,127.5100907,37.14023002,2022-8-27,2022-6-1,0.12554,0.1662,0.233,0.2952,0.33632,0.37965,0.39957,0.4235,0.41459,0.42105,0.49884,0.38136,0.178516766,0.147672251,0.215644749,0.337066291,0.159773611,-0.081683544,38,46,0.826086957,,,,1.54
13,127.5115348,37.13953628,2022-8-27,2022-6-1,0.1147,0.179,0.2556,0.3456,0.3823,0.41659,0.42918,0.454,0.44449,0.44781,0.52639,0.41008,0.135567784,0.158798397,0.199039323,0.318157971,0.126095797,-0.073837962,16,37,0.432432432,,,,0.90
14,127.5135122,37.13302932,2022-8-27,2022-6-1,0.12436,0.201,0.2812,0.3804,0.42222,0.44733,0.46374,0.4916,0.48429,0.48845,0.57138,0.39252,0.127522936,0.157615636,0.210195224,0.323550958,0.122148923,-0.075053152,16,40,0.4,,,,1.46
15,127.5370585,37.11810618,2022-8-27,2022-6-1,0.10921,0.1462,0.1904,0.2496,0.28246,0.31537,0.33158,0.3421,0.33342,0.33408,0.38812,0.28073,0.156329221,0.132697465,0.169747196,0.287428091,0.129538099,-0.063022103,22,44,0.5,,,,0.81
16,127.5376574,37.11763538,2022-8-27,2022-6-1,0.08607,0.131,0.1732,0.226,0.25206,0.29426,0.31878,0.3247,0.31391,0.32178,0.34166,0.25409,0.179226439,0.109404315,0.176848759,0.291639806,0.144011035,-0.025451708,20,42,0.476190476,,,,0.48
17,127.5366973,37.11976759,2022-8-27,2022-6-1,0.2588,0.3156,0.3768,0.4576,0.50377,0.51023,0.51844,0.5413,0.52823,0.53517,0.68288,0.54385,0.083792171,0.141975989,0.178742269,0.290733039,0.083764524,-0.115652927,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-6-1,0.24995,0.2602,0.3432,0.4232,0.45878,0.4744,0.49482,0.5107,0.5063,0.50152,0.68197,0.52208,0.093693115,0.178175654,0.184895613,0.295392674,0.091746824,-0.14360217,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-6-1,0.19776,0.2608,0.3356,0.4224,0.4564,0.47704,0.49349,0.5082,0.50489,0.5087,0.68019,0.53105,0.092198582,0.178238824,0.178387279,0.293122875,0.090182835,-0.144725216,12,39,0.307692308,,,,1.08
21,127.523421,37.125635,2022-8-27,2022-6-1,0.12307,0.1628,0.2116,0.2562,0.28241,0.31156,0.33096,0.3418,0.33682,0.34029,0.38201,0.29813,0.143143813,0.116913573,0.165935208,0.279190519,0.119139181,-0.055553253,22,26,0.846153846,,,,0.51
22,127.5230682,37.12507878,2022-8-27,2022-6-1,0.10092,0.1416,0.187,0.2354,0.26488,0.30174,0.31488,0.32,0.31478,0.3336,0.35221,0.26964,0.15232265,0.120099885,0.154951866,0.274569027,0.122848078,-0.047916574,19,40,0.475,,,,0.30
23,127.5237643,37.12612157,2022-8-27,2022-6-1,0.12795,0.1524,0.2008,0.2476,0.27425,0.322,0.33615,0.3426,0.33269,0.33671,0.38549,0.28788,0.160962386,0.122410446,0.167536682,0.290393294,0.133235121,-0.058907553,27,46,0.586956522,,,,0.64
24,127.5249595,37.12756278,2022-8-27,2022-6-1,0.13264,0.2014,0.2778,0.372,0.41401,0.43069,0.4579,0.472,0.46505,0.45577,0.57385,0.44834,0.118483412,0.168256909,0.197450519,0.309480921,0.112264151,-0.097384902,25,35,0.714285714,,,,1.51
25,127.5239128,37.12716028,2022-8-27,2022-6-1,0.14283,0.2248,0.3172,0.3852,0.45109,0.46729,0.48199,0.5003,0.49427,0.50982,0.59326,0.44535,0.12998306,0.148723849,0.203351142,0.328357214,0.12513346,-0.085006767,18,28,0.642857143,,,,1.26
26,127.524152,37.12687745,2022-8-27,2022-6-1,0.14198,0.2182,0.3012,0.386,0.40777,0.44477,0.49342,0.4907,0.48708,0.48055,0.56703,0.43407,0.119425117,0.146895477,0.207028284,0.315968438,0.114594619,-0.072163974,20,30,0.666666667,,,,1.61
27,127.5243353,37.12714944,2022-8-27,2022-6-1,0.13788,0.1988,0.2754,0.3696,0.40888,0.41517,0.43767,0.4464,0.44293,0.44335,0.5647,0.43678,0.094117647,0.183032605,0.164747473,0.278548316,0.088159486,-0.117001286,15,30,0.5,,,,1.39
31,127.5370937,37.1274953,2022-8-27,2022-6-1,0.08396,0.1126,0.1402,0.1716,0.18638,0.21501,0.22786,0.2291,0.22949,0.24641,0.24757,0.19144,0.143498877,0.101817656,0.116665044,0.221808239,0.099082901,-0.038747981,25,45,0.555555556,,,,0.66
32,127.5380458,37.12706827,2022-8-27,2022-6-1,0.09066,0.1152,0.1466,0.1822,0.19902,0.22224,0.2297,0.2396,0.23847,0.25097,0.2629,0.21002,0.136083452,0.112889111,0.118935137,0.224051886,0.096454695,-0.046368159,20,40,0.5,,,,0.90
34,127.5380375,37.12736807,2022-8-27,2022-6-1,0.09784,0.1282,0.1622,0.196,0.21708,0.24123,0.25881,0.2703,0.26287,0.27635,0.29284,0.23647,0.159339481,0.101809904,0.148876314,0.252753378,0.118640725,-0.040025571,22,29,0.75862069,,,,1.32
40,127.5188569,37.27338611,2022/10/15,2022-6-1,0.10787,0.155,0.2132,0.2544,0.29382,0.35663,0.36963,0.3757,0.37442,0.38702,0.39961,0.2877,0.192509126,0.104084544,0.188649314,0.323893798,0.163705132,-0.030839277,,,,,,,0.69 
42,127.5220381,37.26977395,2022/10/15,2022-6-1,0.08256,0.1005,0.1556,0.216,0.2571,0.31006,0.32359,0.3308,0.32523,0.33327,0.3577,0.25958,0.209948793,0.141691542,0.182667583,0.309937756,0.168172343,-0.039070443,,,,,,,1.04 
43,127.5227096,37.26934572,2022/10/15,2022-6-1,0.07403,0.089,0.13,0.1764,0.21222,0.26655,0.28082,0.2873,0.28141,0.29078,0.29625,0.21847,0.239163252,0.113493139,0.17731517,0.297162842,0.177599193,-0.01533716,,,,,,,1.04 
44,127.523696,37.26914646,2022/10/15,2022-6-1,0.07825,0.086,0.1252,0.1848,0.22068,0.2584,0.27393,0.2821,0.27749,0.28035,0.28761,0.21365,0.208395802,0.124103223,0.168164535,0.281790728,0.155262487,-0.009671587,,,,,,,0.96 
45,127.5234968,37.26880228,2022/10/15,2022-6-1,0.06038,0.083,0.1238,0.1924,0.22194,0.25359,0.26952,0.2722,0.26725,0.27741,0.29102,0.20627,0.171760654,0.15289404,0.147696818,0.259833877,0.127665696,-0.033415007,,,,,,,1.01 
65,127.4969555,37.20814686,2022/10/15,2022-6-1,0.15595,0.2324,0.3152,0.414,0.46343,0.47404,0.49077,0.5087,0.50252,0.50628,0.62897,0.43823,0.102633575,0.169203002,0.189712646,0.304487717,0.100119642,-0.105716069,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-6-1,0.15076,0.2224,0.3046,0.406,0.45617,0.46616,0.48857,0.5035,0.50385,0.4789,0.61925,0.43084,0.107201759,0.170944808,0.194151944,0.307796383,0.104097196,-0.103095079,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-6-1,0.16036,0.2224,0.3022,0.4028,0.44692,0.46496,0.47753,0.4992,0.48523,0.50296,0.60795,0.43043,0.106873614,0.166911998,0.190069087,0.306307151,0.103503158,-0.098225173,,,,,,,0.37 
1,127.4844862,37.1540762,2022-7-26,2022-9-24,0.0821,0.0976,0.1448,0.2022,0.22249,0.27356,0.30689,0.3032,0.31966,0.31623,0.3897,0.28525,0.19984171,0.192505289,0.176813299,0.290167121,0.154518963,-0.124837639,,,0.7,68,30.5,1.6,0.71 
2,127.4852446,37.1545173,2022-7-26,2022-9-24,0.09779,0.1146,0.1716,0.2458,0.2839,0.29961,0.31345,0.3187,0.32667,0.32796,0.47234,0.3382,0.129140833,0.247377197,0.143181497,0.259735935,0.104887859,-0.194225324,,,0.75,75.2,23.6,1.2,0.86 
3,127.4861837,37.1552674,2022-7-26,2022-9-24,0.10179,0.1608,0.2358,0.3188,0.36324,0.37368,0.39127,0.3995,0.39698,0.40067,0.54579,0.40221,0.112348601,0.213553327,0.161325145,0.280041021,0.100531798,-0.154756741,,,0.8,63.8,33.5,2.7,0.87 
4,127.4828685,37.1539711,2022-7-26,2022-9-24,0.09985,0.1252,0.1844,0.2476,0.28937,0.29544,0.31057,0.3229,0.31958,0.32869,0.47211,0.34853,0.131989483,0.232580642,0.151993476,0.263493923,0.107689935,-0.187683174,,,1,77.8,17.6,4.7,1.00 
6,127.489336,37.1402543,2022-7-26,2022-9-24,0.10578,0.1892,0.2626,0.3408,0.34463,0.36161,0.40201,0.4375,0.41611,0.39983,0.52404,0.36068,0.12424515,0.159660485,0.229984018,0.303254493,0.114472022,-0.090001456,,,0.7,68,30.3,1.7,1.07 
7,127.5011897,37.1504977,2022-7-26,2022-9-24,0.0514,0.0602,0.0708,0.0738,0.11019,0.10095,0.11185,0.0881,0.12464,0.12708,0.15787,0.1407,0.088326127,0.219412059,0.031351399,0.105278311,0.034616715,-0.283652478,,,0.65,66.2,32.5,1.4,0.47 
8,127.5006666,37.1508839,2022-7-26,2022-9-24,0.0493,0.0434,0.0484,0.0518,0.06659,0.08232,0.08116,0.0808,0.08287,0.10985,0.129,0.13166,0.218702866,0.18557377,0.061118511,0.130487758,0.073870853,-0.229742612,,,0.6,67.4,32.6,0,0.52 
10,127.5143499,37.14533637,2022-8-27,2022-9-24,0.06106,0.0784,0.1278,0.1936,0.21529,0.23463,0.24423,0.2546,0.24527,0.26085,0.31136,0.21771,0.136099955,0.205212659,0.12599349,0.23222711,0.099415659,-0.100289773,23,37,0.621621622,,,,0.30
11,127.5096228,37.14043306,2022-8-27,2022-9-24,0.11665,0.1356,0.1982,0.26,0.31329,0.33657,0.35283,0.3719,0.36707,0.37001,0.5019,0.3679,0.177084982,0.200409642,0.194092915,0.313445949,0.150762525,-0.148775463,22,42,0.523809524,,,,1.00
12,127.5100907,37.14023002,2022-8-27,2022-9-24,0.10736,0.125,0.1918,0.2526,0.29728,0.34014,0.35604,0.3789,0.37247,0.36878,0.46644,0.33558,0.2,0.175920323,0.207016601,0.329478452,0.170227843,-0.103555966,38,46,0.826086957,,,,1.54
13,127.5115348,37.13953628,2022-8-27,2022-9-24,0.09835,0.15,0.2214,0.2962,0.33032,0.35272,0.36451,0.3801,0.3757,0.38442,0.47977,0.34364,0.124057371,0.188251778,0.164520127,0.282078313,0.108493344,-0.115912871,16,37,0.432432432,,,,0.90
14,127.5135122,37.13302932,2022-8-27,2022-9-24,0.12936,0.201,0.29,0.3696,0.41455,0.42922,0.43952,0.4499,0.44201,0.45228,0.60434,0.38893,0.097986577,0.198813422,0.160187357,0.283453994,0.091918557,-0.146494157,16,40,0.4,,,,1.46
17,127.5366973,37.11976759,2022-8-27,2022-9-24,0.20912,0.2552,0.2984,0.3588,0.39784,0.41616,0.40905,0.4197,0.41722,0.4312,0.56432,0.42956,0.07822736,0.155329721,0.124218788,0.25400948,0.072080564,-0.146968558,12,36,0.333333333,,,,1.01
18,127.5361816,37.12031974,2022-8-27,2022-9-24,0.18973,0.1804,0.24,0.3074,0.34331,0.35629,0.3726,0.3871,0.38472,0.38164,0.55769,0.3872,0.114758819,0.207728659,0.163408073,0.277494679,0.10139118,-0.180558643,20,25,0.8,,,,1.28
19,127.5360454,37.1194835,2022-8-27,2022-9-24,0.13525,0.1676,0.2302,0.299,0.32343,0.34503,0.35646,0.3715,0.3763,0.36999,0.53485,0.37304,0.108128262,0.21468371,0.151144949,0.266279836,0.0942467,-0.180228389,12,39,0.307692308,,,,1.08
24,127.5249595,37.12756278,2022-8-27,2022-9-24,0.0841,0.1196,0.1754,0.2508,0.29313,0.30908,0.32631,0.3383,0.33645,0.33463,0.47838,0.33122,0.148531658,0.228527142,0.166758145,0.280954466,0.122849277,-0.17152373,25,35,0.714285714,,,,1.51
25,127.5239128,37.12716028,2022-8-27,2022-9-24,0.07974,0.1238,0.1846,0.2402,0.28211,0.35896,0.39176,0.3909,0.4017,0.42887,0.43744,0.27659,0.238789415,0.136655652,0.216130476,0.355052633,0.203191011,-0.056184658,18,28,0.642857143,,,,1.26
26,127.524152,37.12687745,2022-8-27,2022-9-24,0.08257,0.1232,0.199,0.27,0.30105,0.30643,0.32863,0.3563,0.35063,0.37403,0.41217,0.27635,0.13779339,0.174464349,0.184420624,0.282087057,0.11688931,-0.072702903,20,30,0.666666667,,,,1.61
27,127.5243353,37.12714944,2022-8-27,2022-9-24,0.08056,0.1152,0.1712,0.232,0.25832,0.28956,0.30146,0.3152,0.31907,0.32422,0.42743,0.2919,0.152046784,0.210152042,0.158468946,0.272076011,0.121831009,-0.151125056,15,30,0.5,,,,1.39
35,127.5239773,37.27107962,2022/10/15,2022-9-24,0.07167,0.078,0.1324,0.2254,0.25954,0.28589,0.30054,0.3026,0.29991,0.30423,0.39123,0.27645,0.146212121,0.236685619,0.145392635,0.262535421,0.115315481,-0.127740225,,,,,,,1.00 
36,127.5231857,37.27036738,2022/10/15,2022-9-24,0.0808,0.1222,0.1882,0.2688,0.30437,0.32665,0.33538,0.3441,0.34764,0.35733,0.44463,0.30408,0.122858541,0.209480135,0.146156832,0.266586781,0.103303295,-0.127458065,,,,,,,0.86 
37,127.5211756,37.26915175,2022/10/15,2022-9-24,0.09719,0.1596,0.237,0.3204,0.36201,0.37263,0.3885,0.3926,0.38578,0.38666,0.52069,0.34459,0.101262272,0.207343769,0.147301245,0.268069222,0.090360736,-0.14025118,,,,,,,0.85 
38,127.5203222,37.26949045,2022/10/15,2022-9-24,0.09395,0.0965,0.1636,0.2684,0.31183,0.32171,0.33553,0.3456,0.34013,0.35049,0.4512,0.30496,0.125732899,0.238874064,0.152827709,0.269249503,0.105798081,-0.13253012,,,,,,,1.08 
39,127.5194183,37.27284545,2022/10/15,2022-9-24,0.11132,0.1324,0.2082,0.2662,0.32944,0.39459,0.41738,0.4257,0.4189,0.417,0.46697,0.33036,0.230524642,0.135579701,0.221929717,0.367971358,0.203380659,-0.04623209,,,,,,,0.88 
40,127.5188569,37.27338611,2022/10/15,2022-9-24,0.13745,0.1918,0.2686,0.354,0.3982,0.4174,0.43001,0.4381,0.43799,0.43152,0.55851,0.36686,0.106173463,0.18322625,0.163300971,0.287651906,0.098430293,-0.120819578,,,,,,,0.69 
41,127.5184789,37.27395303,2022/10/15,2022-9-24,0.11607,0.116,0.182,0.2574,0.30202,0.32194,0.33994,0.3409,0.33505,0.34705,0.44403,0.2962,0.139562093,0.211105643,0.15554678,0.276496395,0.116182403,-0.131387512,,,,,,,0.61 
42,127.5220381,37.26977395,2022/10/15,2022-9-24,0.08548,0.1046,0.1804,0.288,0.33467,0.34832,0.36318,0.365,0.36545,0.37039,0.48983,0.33687,0.117917305,0.247092021,0.148657832,0.271490431,0.101716929,-0.146029035,,,,,,,1.04 
43,127.5227096,37.26934572,2022/10/15,2022-9-24,0.07545,0.083,0.1386,0.221,0.25833,0.27511,0.28819,0.2999,0.29393,0.30096,0.38724,0.27909,0.151468612,0.22735436,0.152545126,0.264157924,0.118736642,-0.127106558,,,,,,,1.04 
44,127.523696,37.26914646,2022/10/15,2022-9-24,0.07327,0.0766,0.1324,0.226,0.25973,0.27824,0.29182,0.3011,0.30226,0.29772,0.37151,0.27384,0.142477708,0.225397607,0.147192562,0.259635387,0.112284368,-0.104681762,,,,,,,0.96 
45,127.5234968,37.26880228,2022/10/15,2022-9-24,0.05095,0.0673,0.1224,0.2166,0.25267,0.26784,0.28887,0.2958,0.29034,0.29259,0.377,0.2567,0.154566745,0.240932372,0.154888371,0.263776219,0.120265419,-0.120689655,,,,,,,1.01 
46,127.5196223,37.26865667,2022/10/15,2022-9-24,0.07916,0.1038,0.1754,0.2648,0.30259,0.32275,0.33806,0.3429,0.34113,0.34047,0.43989,0.30912,0.128517361,0.2240683,0.150958713,0.270027506,0.107682534,-0.123902962,,,,,,,0.91 
47,127.5196544,37.2691177,2022/10/15,2022-9-24,0.08806,0.0961,0.1608,0.257,0.30057,0.31774,0.33113,0.3397,0.34068,0.33147,0.44169,0.3047,0.138595609,0.231725269,0.156790329,0.275336185,0.115248951,-0.13052381,,,,,,,0.92 
48,127.5202443,37.26804501,2022/10/15,2022-9-24,0.06501,0.1007,0.1638,0.2514,0.29013,0.30127,0.31747,0.3365,0.33006,0.33645,0.40107,0.29447,0.144752509,0.197555223,0.169034339,0.277793119,0.119620829,-0.087544233,,,,,,,1.03 
49,127.5189234,37.27063588,2022/10/15,2022-9-24,0.09276,0.1166,0.1808,0.2598,0.29723,0.31453,0.32564,0.3348,0.33875,0.34886,0.44937,0.3357,0.126135217,0.222106379,0.14723435,0.264889818,0.104733033,-0.146103523,,,,,,,0.99 
50,127.5194,37.27098335,2022/10/15,2022-9-24,0.10825,0.1426,0.2126,0.288,0.3265,0.34978,0.3589,0.3733,0.37426,0.3742,0.49921,0.36935,0.128988356,0.208201917,0.162540588,0.283027741,0.111822638,-0.144307802,,,,,,,0.92 
51,127.5200543,37.27125799,2022/10/15,2022-9-24,0.11833,0.1638,0.2414,0.3196,0.36095,0.38389,0.40308,0.4151,0.40405,0.40872,0.52199,0.39138,0.129985028,0.184929144,0.180674113,0.299897931,0.117290789,-0.114065885,,,,,,,0.99 
52,127.520545,37.27174667,2022/10/15,2022-9-24,0.11546,0.1368,0.2206,0.3046,0.35984,0.41168,0.41564,0.4258,0.42131,0.42293,0.4998,0.37832,0.165936473,0.176883687,0.188037583,0.329848354,0.149407459,-0.079948142,,,,,,,1.02 
53,127.5210503,37.27205591,2022/10/15,2022-9-24,0.10632,0.1094,0.1736,0.2522,0.29163,0.32307,0.33719,0.3465,0.34115,0.34887,0.4288,0.30817,0.157507934,0.197994547,0.169188041,0.290179546,0.131158469,-0.106152457,,,,,,,1.06 
54,127.5190066,37.27426701,2022/10/15,2022-9-24,0.12938,0.1782,0.2652,0.34,0.38286,0.39645,0.41158,0.4225,0.41523,0.42132,0.51505,0.33967,0.108196721,0.174720934,0.164841752,0.284407819,0.098958421,-0.098714735,,,,,,,0.75 
55,127.5194053,37.27352122,2022/10/15,2022-9-24,0.14332,0.2106,0.2962,0.374,0.41431,0.42785,0.44502,0.4497,0.44038,0.44416,0.55876,0.36855,0.091902392,0.17102934,0.156172636,0.277245411,0.086362227,-0.108145093,,,,,,,0.83 
56,127.5200012,37.27318118,2022/10/15,2022-9-24,0.1172,0.1384,0.212,0.2744,0.34088,0.41015,0.43478,0.4417,0.44371,0.44105,0.46438,0.31933,0.233626588,0.120314206,0.226742925,0.377085823,0.208814264,-0.025030902,,,,,,,0.76 
57,127.5206332,37.272799,2022/10/15,2022-9-24,0.15764,0.1826,0.259,0.3116,0.37639,0.43799,0.45765,0.4655,0.46184,0.46585,0.52498,0.37327,0.19804401,0.126949915,0.219051035,0.366718699,0.182365945,-0.060051692,,,,,,,0.79 
58,127.4971552,37.20933846,2022/10/15,2022-9-24,0.12359,0.1678,0.2332,0.3064,0.34149,0.35562,0.37651,0.388,0.39086,0.40653,0.49657,0.35901,0.117511521,0.181907166,0.166704802,0.280033716,0.103817534,-0.122737601,,,,,,,0.70 
59,127.4966019,37.20942849,2022/10/15,2022-9-24,0.11326,0.126,0.1834,0.253,0.28941,0.303,0.32009,0.3351,0.33997,0.35686,0.46158,0.33987,0.139602108,0.215602885,0.163467665,0.273913053,0.115381163,-0.158758849,,,,,,,1.70 
60,127.4966078,37.21005697,2022/10/15,2022-9-24,0.11516,0.182,0.2526,0.3324,0.3695,0.36382,0.37721,0.4098,0.40241,0.39473,0.50638,0.36517,0.104284559,0.172643264,0.175953879,0.276657903,0.094451547,-0.105415966,,,,,,,0.70 
61,127.4963338,37.21014277,2022/10/15,2022-9-24,0.11825,0.1382,0.2106,0.2984,0.33842,0.35566,0.37008,0.3803,0.37823,0.38253,0.50524,0.37101,0.120671873,0.215665512,0.160429693,0.279576031,0.105677419,-0.141089053,,,,,,,0.93 
62,127.4963364,37.21040069,2022/10/15,2022-9-24,0.13027,0.1954,0.2866,0.372,0.4109,0.41754,0.43138,0.4463,0.43711,0.44457,0.56925,0.41679,0.090797996,0.189235289,0.159917007,0.27512187,0.085132312,-0.121067402,,,,,,,0.72 
63,127.4973999,37.2087994,2022/10/15,2022-9-24,0.13431,0.1566,0.2328,0.32,0.36198,0.37203,0.38489,0.4055,0.40082,0.39886,0.5454,0.36891,0.117849759,0.212469352,0.172702152,0.28674023,0.105846554,-0.147123777,,,,,,,0.72 
64,127.4966225,37.20879786,2022/10/15,2022-9-24,0.14489,0.211,0.2946,0.3876,0.40948,0.42645,0.44169,0.4632,0.44461,0.45632,0.59356,0.4072,0.088857546,0.185433984,0.16952193,0.277827465,0.084420394,-0.123358189,,,,,,,0.47 
65,127.4969555,37.20814686,2022/10/15,2022-9-24,0.16631,0.221,0.309,0.392,0.43291,0.45248,0.45965,0.4699,0.45706,0.46989,0.60409,0.41102,0.090381715,0.180908008,0.156453349,0.28128646,0.086240174,-0.124945297,,,,,,,0.47 
66,127.497328,37.20793023,2022/10/15,2022-9-24,0.16497,0.232,0.3244,0.4072,0.4514,0.46499,0.47658,0.488,0.48193,0.48186,0.61777,0.42758,0.09025916,0.174770913,0.16504077,0.285921267,0.087199516,-0.117357136,,,,,,,0.45 
67,127.4978908,37.20771431,2022/10/15,2022-9-24,0.17694,0.221,0.3066,0.3948,0.44132,0.45321,0.47266,0.4711,0.46436,0.47963,0.60825,0.41877,0.088116411,0.183435094,0.155162036,0.27915507,0.084207744,-0.127067216,,,,,,,0.37 
68,127.4966595,37.21056977,2022/10/15,2022-9-24,0.13836,0.1844,0.2756,0.3624,0.40611,0.42078,0.42736,0.4484,0.44761,0.43418,0.59057,0.4105,0.106068081,0.201901915,0.171303821,0.290784188,0.099134646,-0.136837445,,,,,,,0.95 
69,127.4965835,37.21102923,2022/10/15,2022-9-24,0.13003,0.2002,0.2856,0.3788,0.42489,0.43661,0.44901,0.4577,0.44543,0.4667,0.58067,0.40776,0.094321578,0.186457026,0.15954091,0.282030745,0.089101779,-0.118425995,,,,,,,0.85 
70,127.5006381,37.20846586,2022/10/15,2022-9-24,0.11567,0.2058,0.2876,0.3672,0.41468,0.42814,0.44593,0.4573,0.44713,0.4564,0.56835,0.38709,0.109278351,0.170425046,0.177063845,0.296526939,0.10272479,-0.108272803,,,,,,,0.10 
71,127.5003625,37.20828631,2022/10/15,2022-9-24,0.1109,0.1184,0.1804,0.2752,0.31959,0.33773,0.3562,0.3641,0.35715,0.36425,0.47061,0.33389,0.139058345,0.214367708,0.1675487,0.286272881,0.118944252,-0.127601203,,,,,,,0.44 
72,127.5000275,37.20811586,2022/10/15,2022-9-24,0.10241,0.1294,0.1932,0.2846,0.33903,0.35123,0.36442,0.3704,0.38514,0.38793,0.4787,0.33273,0.130992366,0.208613728,0.159683759,0.283292929,0.11313241,-0.127546814,,,,,,,0.50 
