id,xcoord(long),ycoord(lat),sampling date,sensing date,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,BSI,TVI,EVI,SATVI,SAVI,BI2,AVI,NDMI,SWHC,Sand (%),Silt (%),Clay (%),DSM,SOC
25,127.5239128,37.12716028,2022-8-27,2022-6-1,0.3248,0.4172,0.4852,0.4967,0.5174,0.5305,0.6003,0.5454,0.6348,0.49630,0.109438568,0.123141361,0.780665465,0.273847094,-0.24811327,0.164149504,0.262980356,-0.295053871,-0.075749873,0.642857143,0.354527938,0.535645472,0.10982659,0.327817069,1.26
25,127.5239128,37.12716028,2022-8-27,2022-10-19,0.2172,0.2758,0.3536,0.3829,0.4059,0.4156,0.4397,0.4228,0.5081,0.37830,0.102477184,0.144872053,0.776194037,0.222134298,-0.189111544,0.153705756,0.202824916,-0.225292845,-0.091631754,0.642857143,0.354527938,0.535645472,0.10982659,0.327817069,1.26
25,127.5239128,37.12716028,2022-8-27,2022-10-29,0.2438,0.3036,0.3868,0.4072,0.4226,0.4411,0.4709,0.4505,0.5467,0.41970,0.100659663,0.142571661,0.775022363,0.231668916,-0.209810957,0.150980272,0.216992132,-0.239050657,-0.096470116,0.642857143,0.354527938,0.535645472,0.10982659,0.327817069,1.26
25,127.5239128,37.12716028,2022-8-27,2022-6-11,0.3294,0.4120,0.4704,0.4982,0.5377,0.5668,0.6236,0.5798,0.6458,0.50110,0.151539225,0.102435015,0.807179797,0.40602384,-0.250509258,0.227297552,0.269072696,-0.335573331,-0.053851175,0.642857143,0.354527938,0.535645472,0.10982659,0.327817069,1.26
26,127.524152,37.12687745,2022-8-27,2022-6-1,0.3182,0.4012,0.4860,0.5096,0.5420,0.5929,0.5907,0.5809,0.6733,0.53980,0.076338707,0.126514132,0.759169748,0.18487772,-0.269870168,0.114502756,0.289154451,-0.287873844,-0.073672461,0.666666667,0.375,0.4609375,0.1640625,0.108086878,1.61
26,127.524152,37.12687745,2022-8-27,2022-9-24,0.2232,0.2990,0.3700,0.4105,0.4111,0.4354,0.4563,0.4550,0.5223,0.38050,0.094144523,0.134384858,0.770807708,0.199175824,-0.190217612,0.141208296,0.221111116,-0.237620821,-0.068863195,0.666666667,0.375,0.4609375,0.1640625,0.108086878,1.61
26,127.524152,37.12687745,2022-8-27,2022-10-19,0.2130,0.2658,0.3416,0.3710,0.3796,0.3894,0.4107,0.4027,0.4670,0.33900,0.075300401,0.135893855,0.758485597,0.163839182,-0.169470322,0.112943061,0.198876349,-0.198851681,-0.07393354,0.666666667,0.375,0.4609375,0.1640625,0.108086878,1.61
26,127.524152,37.12687745,2022-8-27,2022-10-29,0.2300,0.2802,0.3522,0.3930,0.4200,0.4268,0.4157,0.4330,0.5255,0.40340,0.094401618,0.138697417,0.77097446,0.228678136,-0.201662168,0.141593479,0.210642166,-0.226279231,-0.096504956,0.666666667,0.375,0.4609375,0.1640625,0.108086878,1.61
27,127.5243353,37.12714944,2022-8-27,2022-6-1,0.2988,0.3754,0.4696,0.5086,0.5182,0.5407,0.5464,0.5439,0.6623,0.53360,0.072569513,0.146008297,0.756683232,0.165015022,-0.266766099,0.108848903,0.270161536,-0.266007062,-0.098159509,0.5,0.368627451,0.564705882,0.066666667,0.550379352,1.39
27,127.5243353,37.12714944,2022-8-27,2022-9-24,0.2152,0.2712,0.3320,0.3597,0.3910,0.4024,0.4152,0.4191,0.5294,0.39300,0.116260487,0.155042918,0.785022603,0.263507395,-0.196454116,0.17437912,0.199038037,-0.229804816,-0.116288877,0.5,0.368627451,0.564705882,0.066666667,0.550379352,1.39
27,127.5243353,37.12714944,2022-8-27,2022-10-19,0.1912,0.2400,0.2956,0.3089,0.3191,0.3342,0.3546,0.3434,0.4219,0.31660,0.083793593,0.144924041,0.764063867,0.197677016,-0.158263049,0.125680473,0.168784376,-0.174259878,-0.102574154,0.5,0.368627451,0.564705882,0.066666667,0.550379352,1.39
27,127.5243353,37.12714944,2022-8-27,2022-10-29,0.2252,0.2706,0.3308,0.3480,0.3603,0.3749,0.4010,0.3869,0.4717,0.36970,0.081481481,0.136224888,0.762549331,0.209005521,-0.184814243,0.122213682,0.19136957,-0.194954929,-0.098765432,0.5,0.368627451,0.564705882,0.066666667,0.550379352,1.39
27,127.5243353,37.12714944,2022-8-27,2022-6-11,0.2898,0.3654,0.4500,0.5079,0.5512,0.5812,0.5728,0.5971,0.6607,0.52960,0.129908222,0.114703542,0.793667577,0.295905172,-0.264764144,0.194853115,0.280277414,-0.335272066,-0.050564478,0.5,0.368627451,0.564705882,0.066666667,0.550379352,1.39
28,127.5368047,37.12694073,2022-8-27,2022-6-1,0.2198,0.2482,0.2692,0.3049,0.3192,0.3259,0.3172,0.3312,0.3490,0.29460,0.08129285,0.064325511,0.762425636,0.358582949,-0.147278557,0.121929323,0.167175719,-0.16678736,-0.026168774,0.586956522,0.489156627,0.510843373,0,0.293457852,0.51
29,127.5368779,37.12666186,2022-8-27,2022-6-1,0.2174,0.2442,0.2770,0.3031,0.3128,0.3204,0.3255,0.3245,0.3461,0.28830,0.071487535,0.069018405,0.755967946,0.310795291,-0.144129311,0.107222452,0.165087159,-0.15807183,-0.032209961,1.065217391,0.214285714,0.785714286,0,0.34280775,0.68
30,127.5364356,37.12718173,2022-8-27,2022-6-1,0.2258,0.2482,0.2826,0.2864,0.3051,0.3137,0.3237,0.3189,0.3389,0.29160,0.070852921,0.065144044,0.755548093,0.331032319,-0.145779795,0.106270461,0.162966373,-0.154979069,-0.030404378,0.622222222,0.633333333,0.366666667,0,0.653689539,0.65
31,127.5370937,37.1274953,2022-8-27,2022-6-1,0.2126,0.2402,0.2716,0.2957,0.3253,0.3377,0.3291,0.3396,0.3573,0.30040,0.094601128,0.062692532,0.771103837,0.418866847,-0.150176061,0.141890259,0.169143338,-0.177555568,-0.025398192,0.555555556,0.368831169,0.631168831,0,0.382495852,0.66
32,127.5380458,37.12706827,2022-8-27,2022-6-1,0.2152,0.2466,0.2822,0.3042,0.3243,0.3321,0.3396,0.3401,0.3689,0.31540,0.087102445,0.079943899,0.766226106,0.322447048,-0.157674549,0.130643228,0.169538517,-0.174262156,-0.040620592,0.5,0.479564033,0.520435967,0,0.16039996,0.90
33,127.5376091,37.12706339,2022-8-27,2022-6-1,0.2366,0.2636,0.2972,0.3007,0.3188,0.3306,0.3502,0.3431,0.3654,0.31180,0.08748019,0.068181818,0.766472563,0.373376623,-0.155876278,0.131209888,0.171632689,-0.175988192,-0.031474947,0.625,0.595057034,0.404942966,0,0.109006014,1.27
34,127.5380375,37.12736807,2022-8-27,2022-6-1,0.2282,0.2622,0.2960,0.3165,0.3384,0.3551,0.3703,0.3587,0.3894,0.33460,0.093597561,0.077514514,0.770452829,0.362370161,-0.16727318,0.140385641,0.178070816,-0.187060827,-0.041037294,0.75862069,0.405333333,0.448,0.146666667,0.306454136,1.32
35,127.5239773,37.27107962,2022-10-15,2022-9-24,0.1780,0.2324,0.3254,0.3612,0.3875,0.4020,0.4026,0.4019,0.4956,0.37910,0.10260631,0.171436708,0.776277212,0.184309087,-0.189509042,0.15389891,0.189882297,-0.214217914,-0.104401114,0.466666667,0.165562914,0.834437086,0,0.460270679,1.00 
35,127.5239773,37.27107962,2022-10-15,2022-10-19,0.1947,0.2548,0.3526,0.3905,0.4044,0.4174,0.4443,0.4224,0.5113,0.41140,0.100286533,0.162967488,0.774781603,0.185381356,-0.205661275,0.150420004,0.200508565,-0.223942783,-0.095212595,0.466666667,0.165562914,0.834437086,0,0.460270679,1.00 
35,127.5239773,37.27107962,2022-10-15,2022-10-24,0.2462,0.3238,0.4364,0.4895,0.5111,0.5246,0.5438,0.5378,0.6364,0.48700,0.106470528,0.153709391,0.778762177,0.201095827,-0.243462253,0.159697578,0.254873295,-0.289123675,-0.083972066,0.466666667,0.165562914,0.834437086,0,0.460270679,1.00 
35,127.5239773,37.27107962,2022-10-15,2022-10-29,0.2022,0.2646,0.3652,0.4053,0.4211,0.4301,0.4466,0.4380,0.5496,0.44370,0.096644967,0.172666967,0.772427969,0.180264325,-0.221808528,0.144958378,0.208948779,-0.230186147,-0.113001215,0.466666667,0.165562914,0.834437086,0,0.460270679,1.00 
36,127.5231857,37.27036738,2022-10-15,2022-9-24,0.2222,0.2882,0.3688,0.4071,0.4291,0.4384,0.4441,0.4502,0.5477,0.40720,0.099658036,0.155266973,0.774375901,0.201302546,-0.203560912,0.149477926,0.216407537,-0.238329452,-0.097705181,0.5,0.636792453,0.325471698,0.037735849,0.228322348,0.86 
36,127.5231857,37.27036738,2022-10-15,2022-10-19,0.2184,0.2786,0.3436,0.4041,0.4240,0.4389,0.4471,0.4417,0.5187,0.40320,0.107433872,0.140714658,0.779380441,0.225811551,-0.201562803,0.161140708,0.211161471,-0.23794618,-0.080174927,0.5,0.636792453,0.325471698,0.037735849,0.228322348,0.86 
36,127.5231857,37.27036738,2022-10-15,2022-10-24,0.2962,0.3742,0.4408,0.5203,0.5592,0.5746,0.5732,0.5862,0.6636,0.48880,0.118915824,0.121554946,0.786712033,0.272611911,-0.244364098,0.178365224,0.279242987,-0.323031733,-0.061929909,0.5,0.636792453,0.325471698,0.037735849,0.228322348,0.86 
36,127.5231857,37.27036738,2022-10-15,2022-10-29,0.2498,0.3266,0.3946,0.4553,0.4699,0.4791,0.4972,0.4882,0.5886,0.47180,0.102653868,0.14926852,0.776307843,0.214366569,-0.235861197,0.153972108,0.234797542,-0.260249737,-0.093239227,0.5,0.636792453,0.325471698,0.037735849,0.228322348,0.86 
37,127.5211756,37.26915175,2022-10-15,2022-9-24,0.2596,0.3370,0.4204,0.4645,0.4784,0.4945,0.4926,0.4911,0.6236,0.44570,0.07544071,0.166341382,0.758578084,0.156391865,-0.222811488,0.113154869,0.243003461,-0.242624602,-0.118866063,0.833333333,0.660649819,0.303249097,0.036101083,0.434573173,0.85 
37,127.5211756,37.26915175,2022-10-15,2022-10-19,0.2714,0.3418,0.4038,0.4570,0.4686,0.4826,0.4971,0.4922,0.5863,0.46050,0.089781911,0.131416255,0.767972598,0.223379056,-0.230214872,0.134665412,0.242831311,-0.254098106,-0.087250811,0.833333333,0.660649819,0.303249097,0.036101083,0.434573173,0.85 
37,127.5211756,37.26915175,2022-10-15,2022-10-29,0.2974,0.3740,0.4284,0.4813,0.4877,0.5020,0.5167,0.5104,0.6288,0.50230,0.081928988,0.136451199,0.762842702,0.218275258,-0.251113145,0.122886969,0.255205871,-0.257548694,-0.103932584,0.833333333,0.660649819,0.303249097,0.036101083,0.434573173,0.85 
38,127.5203222,37.26949045,2022-10-15,2022-9-24,0.1965,0.2636,0.3684,0.4126,0.4233,0.4371,0.4456,0.4417,0.5532,0.40650,0.089944479,0.182657773,0.768078433,0.153363908,-0.203210004,0.134908396,0.211100971,-0.228126649,-0.112071565,0.566666667,0.452173913,0.547826087,0,1.027600172,1.08 
38,127.5203222,37.26949045,2022-10-15,2022-10-19,0.2136,0.2844,0.3798,0.4260,0.4440,0.4565,0.4686,0.4580,0.5555,0.43230,0.093209214,0.165389647,0.770200762,0.170041367,-0.216112459,0.139805478,0.219626051,-0.238611016,-0.096201283,0.566666667,0.452173913,0.547826087,0,1.027600172,1.08 
38,127.5203222,37.26949045,2022-10-15,2022-10-29,0.2204,0.2910,0.3832,0.4351,0.4542,0.4693,0.4627,0.4673,0.5890,0.46660,0.089404359,0.170790008,0.767726748,0.172398292,-0.233259498,0.134098724,0.225984879,-0.240992796,-0.115213481,0.566666667,0.452173913,0.547826087,0,1.027600172,1.08 
39,127.5194183,37.27284545,2022-10-15,2022-9-24,0.2324,0.3082,0.3662,0.4194,0.4672,0.4897,0.5257,0.4922,0.5611,0.42160,0.146384069,0.125454987,0.803980142,0.321713759,-0.210758047,0.219563319,0.227397618,-0.283015867,-0.065413462,0.566666667,0.676724138,0.323275862,0,0.381629271,0.88 
39,127.5194183,37.27284545,2022-10-15,2022-10-19,0.2266,0.2890,0.3508,0.4076,0.4410,0.4576,0.4804,0.4657,0.5427,0.42580,0.120279047,0.130131874,0.787577963,0.275103164,-0.212861035,0.180407721,0.221413133,-0.257259137,-0.076358588,0.566666667,0.676724138,0.323275862,0,0.381629271,0.88 
39,127.5194183,37.27284545,2022-10-15,2022-10-29,0.2422,0.3066,0.3610,0.4336,0.4531,0.4706,0.4743,0.4810,0.5708,0.45370,0.11977651,0.132474042,0.787258859,0.284112872,-0.226809389,0.179654309,0.228926143,-0.265471202,-0.085377448,0.566666667,0.676724138,0.323275862,0,0.381629271,0.88 
40,127.5188569,37.27338611,2022-10-15,2022-9-24,0.2918,0.3686,0.4540,0.4922,0.5066,0.5192,0.5381,0.5266,0.6532,0.45840,0.086221122,0.149297547,0.765650783,0.199294364,-0.229161653,0.129325014,0.259575896,-0.269151996,-0.107306323,0.6,0.638376384,0.361623616,0,0.761300374,0.69 
40,127.5188569,37.27338611,2022-10-15,2022-10-19,0.2372,0.2988,0.3488,0.3988,0.4276,0.4430,0.4612,0.4500,0.5067,0.37190,0.131079553,0.106510028,0.794405156,0.353775185,-0.185912229,0.196606975,0.213944048,-0.253137713,-0.059266228,0.6,0.638376384,0.361623616,0,0.761300374,0.69 
40,127.5188569,37.27338611,2022-10-15,2022-10-29,0.2470,0.3170,0.3600,0.4142,0.4464,0.4572,0.4686,0.4634,0.5420,0.40720,0.127356769,0.114382926,0.792058564,0.362183479,-0.203559303,0.191023536,0.222786198,-0.259122027,-0.07817784,0.6,0.638376384,0.361623616,0,0.761300374,0.69 
41,127.5184789,37.27395303,2022-10-15,2022-9-24,0.2160,0.2820,0.3574,0.4252,0.4447,0.4627,0.4409,0.4588,0.5702,0.41520,0.091990956,0.160397488,0.769409485,0.188647013,-0.207560349,0.137978223,0.222426362,-0.238265519,-0.108260447,0.633333333,0.55033557,0.44966443,0,0.112093899,0.61 
41,127.5184789,37.27395303,2022-10-15,2022-10-19,0.2410,0.3082,0.3856,0.4172,0.4449,0.4486,0.4817,0.4638,0.5377,0.41570,0.110898204,0.130683585,0.781599772,0.249300022,-0.207813366,0.166337345,0.221670699,-0.251658089,-0.073789316,0.633333333,0.55033557,0.44966443,0,0.112093899,0.61 
41,127.5184789,37.27395303,2022-10-15,2022-10-29,0.2630,0.3292,0.4076,0.4429,0.4565,0.4721,0.4979,0.4779,0.5801,0.44870,0.095598349,0.141017386,0.771750186,0.225040475,-0.224311916,0.143389306,0.232893383,-0.250503229,-0.096597353,0.633333333,0.55033557,0.44966443,0,0.112093899,0.61 
42,127.5220381,37.26977395,2022-10-15,2022-9-24,0.2046,0.2804,0.3880,0.4265,0.4406,0.4561,0.4650,0.4592,0.5783,0.43000,0.09502802,0.181812573,0.771380593,0.165071869,-0.214958493,0.142533532,0.218850758,-0.240354639,-0.114795181,0.6,0.666666667,0.323024055,0.010309278,0.077414945,1.04 
42,127.5220381,37.26977395,2022-10-15,2022-10-19,0.2204,0.2986,0.3910,0.4296,0.4478,0.4640,0.4972,0.4640,0.5546,0.43840,0.095114468,0.15773883,0.771436626,0.178872614,-0.219163501,0.142663284,0.223188124,-0.242920377,-0.088945612,0.6,0.666666667,0.323024055,0.010309278,0.077414945,1.04 
42,127.5220381,37.26977395,2022-10-15,2022-10-29,0.2400,0.3276,0.4140,0.4487,0.4575,0.4840,0.5040,0.4741,0.5903,0.47630,0.089133931,0.16409107,0.767550605,0.177257983,-0.238110726,0.133693218,0.231473209,-0.244317799,-0.109169485,0.6,0.666666667,0.323024055,0.010309278,0.077414945,1.04 
43,127.5227096,37.26934572,2022-10-15,2022-9-24,0.1830,0.2386,0.3210,0.3573,0.3733,0.3856,0.3999,0.3931,0.4863,0.37910,0.099272931,0.166522367,0.774127206,0.188418874,-0.189509382,0.148898986,0.187328597,-0.207908584,-0.105981351,0.7,0.365,0.61,0.025,0.102382171,1.04 
43,127.5227096,37.26934572,2022-10-15,2022-10-19,0.1942,0.2498,0.3320,0.3574,0.3717,0.3868,0.4153,0.3937,0.4895,0.39960,0.102646688,0.161396716,0.776303219,0.207542896,-0.199758247,0.153959252,0.188051497,-0.209866012,-0.108469203,0.7,0.365,0.61,0.025,0.102382171,1.04 
43,127.5227096,37.26934572,2022-10-15,2022-10-29,0.2036,0.2698,0.3508,0.3753,0.3875,0.3952,0.4305,0.4083,0.5140,0.41870,0.095813205,0.165137615,0.771889373,0.194169477,-0.209308378,0.143710164,0.196761542,-0.214132814,-0.114604792,0.7,0.365,0.61,0.025,0.102382171,1.04 
44,127.523696,37.26914646,2022-10-15,2022-9-24,0.1766,0.2324,0.3260,0.3467,0.3652,0.3805,0.4011,0.3902,0.4574,0.36620,0.110731568,0.155508856,0.781493166,0.20016466,-0.183062333,0.166085533,0.182636603,-0.211647405,-0.079282681,0.633333333,0.326923077,0.673076923,0,0.705703174,0.96 
44,127.523696,37.26914646,2022-10-15,2022-10-19,0.1943,0.2616,0.3632,0.3744,0.3952,0.4024,0.4453,0.4039,0.4795,0.40030,0.095916429,0.160254122,0.771956235,0.173123072,-0.200114001,0.143864885,0.192203509,-0.211879676,-0.085578447,0.633333333,0.326923077,0.673076923,0,0.705703174,0.96 
44,127.523696,37.26914646,2022-10-15,2022-10-29,0.2098,0.2726,0.3756,0.3910,0.4058,0.4246,0.4431,0.4192,0.5145,0.42490,0.08798339,0.166195286,0.76680075,0.164811124,-0.212412333,0.131966522,0.201597674,-0.215332561,-0.102067045,0.633333333,0.326923077,0.673076923,0,0.705703174,0.96 
45,127.5234968,37.26880228,2022-10-15,2022-9-24,0.1673,0.2224,0.3166,0.3566,0.3731,0.3936,0.3958,0.3949,0.4819,0.36100,0.103689212,0.174507939,0.776974396,0.176633022,-0.180459836,0.155522951,0.185458768,-0.211001165,-0.099224453,0.666666667,0.38028169,0.61971831,0,0.174777735,1.01 
45,127.5234968,37.26880228,2022-10-15,2022-10-19,0.1882,0.2452,0.3408,0.3700,0.3822,0.3996,0.4220,0.4010,0.4918,0.38640,0.091750613,0.170780142,0.769253282,0.164278054,-0.193161672,0.137616552,0.191256361,-0.208113396,-0.101702509,0.666666667,0.38028169,0.61971831,0,0.174777735,1.01 
45,127.5234968,37.26880228,2022-10-15,2022-10-29,0.1944,0.2544,0.3508,0.3722,0.3867,0.3988,0.4245,0.3968,0.4946,0.39830,0.079727891,0.174115325,0.761398641,0.145250843,-0.199112444,0.119583702,0.192136271,-0.198840486,-0.109715055,0.666666667,0.38028169,0.61971831,0,0.174777735,1.01 
46,127.5196223,37.26865667,2022-10-15,2022-9-24,0.2038,0.2754,0.3648,0.4214,0.4427,0.4577,0.4429,0.4599,0.5658,0.42780,0.092528804,0.168608594,0.769758926,0.170236014,-0.21386122,0.138784963,0.221347643,-0.239175583,-0.103246563,0.666666667,0.611548556,0.238845144,0.149606299,0.135575412,0.91 
46,127.5196223,37.26865667,2022-10-15,2022-10-19,0.2522,0.3348,0.4180,0.4658,0.4825,0.4949,0.5232,0.5021,0.6073,0.48700,0.084917891,0.154957983,0.764799249,0.170506313,-0.243464342,0.127369956,0.245964564,-0.255655147,-0.094826032,0.666666667,0.611548556,0.238845144,0.149606299,0.135575412,0.91 
46,127.5196223,37.26865667,2022-10-15,2022-10-29,0.2598,0.3504,0.4324,0.4747,0.4862,0.4993,0.5353,0.5041,0.6168,0.50220,0.082107975,0.15806398,0.762960009,0.165469804,-0.251063772,0.123155353,0.247933587,-0.254509941,-0.100544206,0.666666667,0.611548556,0.238845144,0.149606299,0.135575412,0.91 
47,127.5196544,37.2691177,2022-10-15,2022-9-24,0.1961,0.2608,0.3570,0.4049,0.4214,0.4350,0.4397,0.4447,0.5464,0.40750,0.103337055,0.169016805,0.776747742,0.187832597,-0.203709247,0.154995968,0.210517431,-0.237425137,-0.102613258,0.566666667,0.249589491,0.750410509,0,0.369642038,0.92 
47,127.5196544,37.2691177,2022-10-15,2022-10-19,0.2114,0.2786,0.3732,0.4147,0.4294,0.4474,0.4640,0.4507,0.5530,0.44750,0.096593674,0.166382737,0.772394766,0.179743741,-0.223710688,0.144881698,0.21546694,-0.236831069,-0.101922885,0.566666667,0.249589491,0.750410509,0,0.369642038,0.92 
47,127.5196544,37.2691177,2022-10-15,2022-10-29,0.2268,0.2926,0.3796,0.4194,0.4337,0.4464,0.4608,0.4546,0.5707,0.46430,0.094762191,0.169219368,0.771208267,0.183006232,-0.232108847,0.14213473,0.218534304,-0.237786382,-0.113235151,0.566666667,0.249589491,0.750410509,0,0.369642038,0.92 
48,127.5202443,37.26804501,2022-10-15,2022-9-24,0.2007,0.2638,0.3514,0.3870,0.3951,0.4104,0.4365,0.4265,0.4953,0.39250,0.092049674,0.14472355,0.769447642,0.181483164,-0.196216894,0.138065672,0.206125897,-0.221524308,-0.074636581,0.566666667,0.591182365,0.342685371,0.066132265,-0.06434966,1.03 
48,127.5202443,37.26804501,2022-10-15,2022-10-19,0.2272,0.2988,0.3780,0.4160,0.4367,0.4510,0.4708,0.4475,0.5456,0.46110,0.088542934,0.151454489,0.767165519,0.188493605,-0.230512864,0.132806324,0.218156812,-0.23023114,-0.098781593,0.566666667,0.591182365,0.342685371,0.066132265,-0.06434966,1.03 
48,127.5202443,37.26804501,2022-10-15,2022-10-29,0.2402,0.3036,0.3746,0.4239,0.4416,0.4399,0.4674,0.4655,0.5564,0.47320,0.112040134,0.13926226,0.782329939,0.252680351,-0.236560203,0.168050164,0.222009897,-0.25316252,-0.088951952,0.566666667,0.591182365,0.342685371,0.066132265,-0.06434966,1.03 
49,127.5189234,37.27063588,2022-10-15,2022-9-24,0.2166,0.2808,0.3598,0.4002,0.4162,0.4280,0.4348,0.4381,0.5547,0.43880,0.096072054,0.16762269,0.772057028,0.193110385,-0.219357778,0.144099068,0.211387635,-0.229911523,-0.117445608,0.633333333,0.735119048,0.235119048,0.029761905,0.184029815,0.99 
49,127.5189234,37.27063588,2022-10-15,2022-10-19,0.2606,0.3400,0.4144,0.4522,0.4676,0.4846,0.5249,0.4902,0.6069,0.50620,0.089091313,0.154453085,0.767522842,0.192640277,-0.253061278,0.133629547,0.24025101,-0.252585567,-0.106371343,0.633333333,0.735119048,0.235119048,0.029761905,0.184029815,0.99 
49,127.5189234,37.27063588,2022-10-15,2022-10-29,0.2664,0.3408,0.4156,0.4584,0.4802,0.4969,0.5152,0.4897,0.6312,0.53040,0.088948188,0.161848421,0.767429598,0.202224469,-0.265157445,0.133414865,0.240809787,-0.252228029,-0.126237845,0.633333333,0.735119048,0.235119048,0.029761905,0.184029815,0.99 
50,127.5194,37.27098335,2022-10-15,2022-9-24,0.2426,0.3126,0.3880,0.4194,0.4405,0.4501,0.4733,0.4664,0.5899,0.46320,0.100648968,0.160927786,0.775015463,0.215927501,-0.231556997,0.150964545,0.224471629,-0.247482322,-0.116917542,0.566666667,0.669354839,0.282258065,0.048387097,0.716447476,0.92 
50,127.5194,37.27098335,2022-10-15,2022-10-19,0.2302,0.2774,0.3492,0.4265,0.4421,0.4668,0.4727,0.4739,0.5816,0.46610,0.142065309,0.141674277,0.801289778,0.335897436,-0.233001882,0.213085126,0.220750832,-0.270921102,-0.102036949,0.566666667,0.669354839,0.282258065,0.048387097,0.716447476,0.92 
50,127.5194,37.27098335,2022-10-15,2022-10-29,0.2196,0.3042,0.3382,0.4461,0.4656,0.4857,0.4500,0.4852,0.6156,0.50330,0.124189064,0.145888594,0.790056368,0.319885414,-0.251602179,0.186272806,0.23183642,-0.269875933,-0.118459302,0.566666667,0.669354839,0.282258065,0.048387097,0.716447476,0.92 
51,127.5200543,37.27125799,2022-10-15,2022-9-24,0.2638,0.3414,0.4196,0.4698,0.4912,0.5099,0.5151,0.5133,0.6335,0.49990,0.091083006,0.153557645,0.768819228,0.196694974,-0.249911195,0.136617249,0.250845594,-0.265927184,-0.104813394,0.666666667,0.599250936,0.34082397,0.059925094,0.186029349,0.99 
51,127.5200543,37.27125799,2022-10-15,2022-10-19,0.2388,0.3060,0.3598,0.4405,0.4697,0.4805,0.4897,0.4953,0.5621,0.46830,0.134448007,0.114668564,0.796522446,0.334263425,-0.234110813,0.201660464,0.23396424,-0.2800697,-0.063173823,0.666666667,0.599250936,0.34082397,0.059925094,0.186029349,0.99 
51,127.5200543,37.27125799,2022-10-15,2022-10-29,0.2426,0.3104,0.3610,0.4412,0.4609,0.4757,0.4725,0.4843,0.5698,0.47250,0.122363847,0.121755071,0.788900404,0.322206627,-0.236209709,0.183535137,0.232113282,-0.268525994,-0.081111849,0.666666667,0.599250936,0.34082397,0.059925094,0.186029349,0.99 
52,127.520545,37.27174667,2022-10-15,2022-9-24,0.2368,0.3206,0.4046,0.4564,0.5022,0.5082,0.5258,0.5126,0.5951,0.47210,0.118115389,0.14204091,0.786203147,0.235026042,-0.236011821,0.177163422,0.242192407,-0.282055424,-0.074478649,0.633333333,0.588235294,0.411764706,0,0.213171474,1.02 
52,127.520545,37.27174667,2022-10-15,2022-10-19,0.2220,0.2922,0.3592,0.4221,0.4485,0.4638,0.4890,0.4729,0.5510,0.44690,0.129178606,0.135259112,0.793207795,0.276953005,-0.223409314,0.193756342,0.222204845,-0.265218866,-0.07627698,0.633333333,0.588235294,0.411764706,0,0.213171474,1.02 
52,127.520545,37.27174667,2022-10-15,2022-10-29,0.2316,0.3128,0.3790,0.4344,0.4578,0.4736,0.4905,0.4846,0.5742,0.46760,0.122928977,0.138027833,0.789258498,0.271161317,-0.233758921,0.184382784,0.229615539,-0.268957282,-0.084624103,0.633333333,0.588235294,0.411764706,0,0.213171474,1.02 
53,127.5210503,37.27205591,2022-10-15,2022-9-24,0.2094,0.2736,0.3522,0.4176,0.4505,0.4639,0.4465,0.4683,0.5583,0.43240,0.11195536,0.148364846,0.782275757,0.226868113,-0.216160468,0.167923072,0.222898195,-0.254642236,-0.08766803,0.5,0.597484277,0.374213836,0.028301887,0.378209497,1.06 
53,127.5210503,37.27205591,2022-10-15,2022-10-19,0.2112,0.2736,0.3376,0.3898,0.4181,0.4463,0.4595,0.4503,0.5246,0.40610,0.130412953,0.133302973,0.793985487,0.28534549,-0.203009086,0.195607154,0.211553896,-0.253040476,-0.076212945,0.5,0.597484277,0.374213836,0.028301887,0.378209497,1.06 
53,127.5210503,37.27205591,2022-10-15,2022-10-29,0.2292,0.2878,0.3352,0.4092,0.4378,0.4504,0.4617,0.4688,0.5493,0.43570,0.147332354,0.123388812,0.80456967,0.366380622,-0.217805246,0.220985011,0.217773912,-0.269891488,-0.079068854,0.5,0.597484277,0.374213836,0.028301887,0.378209497,1.06 
54,127.5190066,37.27426701,2022-10-15,2022-9-24,0.2782,0.3652,0.4400,0.4811,0.4938,0.5086,0.5225,0.5126,0.6132,0.43760,0.075422218,0.142500949,0.758565895,0.168163533,-0.218767268,0.113127393,0.255419457,-0.253231267,-0.089358678,0.666666667,0.496621622,0.503378378,0,0.060767615,0.75 
54,127.5190066,37.27426701,2022-10-15,2022-10-29,0.2442,0.3066,0.3390,0.4136,0.4483,0.4662,0.4820,0.4806,0.5498,0.41800,0.172052189,0.101027609,0.819787893,0.521472393,-0.20895271,0.25806255,0.221153255,-0.284451049,-0.067158385,0.666666667,0.496621622,0.503378378,0,0.060767615,0.75 
55,127.5194053,37.27352122,2022-10-15,2022-9-24,0.3106,0.3962,0.4740,0.5135,0.5273,0.5448,0.5497,0.5378,0.6582,0.46600,0.06305594,0.144156435,0.750370535,0.149955342,-0.232967464,0.094579236,0.27287908,-0.253343284,-0.100668896,0.6,0.619883041,0.380116959,0,0.490147522,0.83 
55,127.5194053,37.27352122,2022-10-15,2022-10-19,0.2648,0.3228,0.3718,0.4181,0.4383,0.4448,0.4805,0.4592,0.5126,0.37720,0.112133689,0.107165344,0.782389729,0.294754265,-0.188566792,0.168190349,0.221902534,-0.249782657,-0.054949578,0.6,0.619883041,0.380116959,0,0.490147522,0.83 
