id,xcoord,ycoord,BSI_211024,B03_Green_,B02_Blue_4,B12_SWIR_2,B11_SWIR_1,B8A_VRE_86,B07_VRE_78,B06_VRE_74,B05_VRE_75,B04_Red_66
3265124,364947.472,4107852.587,0.18422,2244,1652,3327,4459,3394,3355,3230,3124,2866
3265123,364927.472,4107852.587,0.16834,2292,1725,3459,4568,3618,3561,3465,3322,2938
3559098,372347.472,4105272.587,0.18888,1267,881,1992,2824,2241,2309,1983,1833,1752
3265120,364867.472,4107852.587,0.17123,2559,1914,3683,4856,3802,3770,3681,3560,3222
3559097,372327.472,4105272.587,0.19415,1881,1286,2879,3922,3097,2923,2876,2683,2573
3265119,364847.472,4107852.587,0.16994,2569,1868,3610,4846,3864,3841,3693,3600,3233
3265122,364907.472,4107852.587,0.17067,2395,1825,3568,4664,3610,3567,3464,3314,3008
3046855,369487.472,4109772.587,0.21808,1970,1413,3401,4735,3309,3221,3067,2944,2621
3265121,364887.472,4107852.587,0.16491,2529,1921,3609,4757,3733,3696,3592,3468,3130
2382304,370307.472,4115612.587,0.17427,1906,1299,3278,4372,3636,3434,3291,3024,2646
574892,364947.472,4131492.587,0.25895,1585,993,3506,4757,3271,3161,3004,2915,2487
2382303,370287.472,4115612.587,0.18357,1776,1222,3073,4166,3341,3246,3058,2856,2449
2382305,370327.472,4115612.587,0.18179,1841,1249,3207,4384,3567,3329,3236,3011,2572
4777360,338867.472,4094552.587,0.23676,897,560,2332,2807,2164,2126,1960,1823,1607
4777359,338847.472,4094552.587,0.2396,845,527,2202,2687,2050,1989,1860,1703,1514
2851028,367667.472,4111492.587,0.19091,1937,1395,3154,4235,3250,3087,3024,2846,2602
2646112,366147.472,4113292.587,0.20885,1954,1346,3367,4689,3463,3241,3070,3029,2659
2851027,367647.472,4111492.587,0.19038,1906,1344,3320,4364,3370,3227,3088,2912,2567
2646111,366127.472,4113292.587,0.20172,2208,1588,3747,5084,3794,3591,3451,3331,3018
2851029,367687.472,4111492.587,0.19606,1970,1399,3142,4268,3255,3222,3056,2948,2656
2646113,366167.472,4113292.587,0.208,1559,1099,2550,3894,2882,2687,2567,2414,2178
2946636,367987.472,4110652.587,0.22679,1726,1072,2627,4259,3188,3196,3005,2809,2500
2946635,367967.472,4110652.587,0.2288,1829,1157,2709,4408,3277,3293,3167,2994,2657
3579587,372447.472,4105092.587,0.22866,2017,1337,3600,4793,3399,3395,3248,3142,2751
2851026,367627.472,4111492.587,0.18947,2030,1433,3486,4609,3555,3473,3345,3149,2711
2851025,367607.472,4111492.587,0.18306,2127,1494,3522,4538,3609,3454,3405,3179,2852
3389936,357587.472,4106752.587,0.17906,1092,842,2532,3590,2741,2333,2064,1894,1556
3389935,357567.472,4106752.587,0.17233,1003,765,2310,3324,2597,2211,1962,1740,1438
2946634,367947.472,4110652.587,0.22161,1998,1293,2951,4766,3584,3611,3429,3208,2888
3046821,368807.472,4109772.587,0.2361,1313,855,2372,3460,2505,2441,2316,2191,1977
3579586,372427.472,4105092.587,0.22983,1996,1311,3501,4783,3377,3318,3215,3087,2703
2946633,367927.472,4110652.587,0.23606,2074,1334,3157,5015,3627,3619,3544,3353,3012
3579585,372407.472,4105092.587,0.22114,2011,1342,3539,4687,3395,3341,3207,3061,2740
2382302,370267.472,4115612.587,0.17046,1709,1180,2783,3791,3161,2998,2801,2631,2334
2382301,370247.472,4115612.587,0.18442,1579,1061,2492,3435,2782,2570,2411,2266,2146
3579595,372607.472,4105092.587,0.21054,1570,1035,2878,3994,3071,2849,2761,2622,2302
3579594,372587.472,4105092.587,0.21758,1736,1158,3175,4197,3150,3090,2894,2854,2507
4717668,374067.472,4095092.587,0.20304,1709,1218,3242,3795,2711,2682,2558,2405,2136
2646110,366107.472,4113292.587,0.20827,2193,1565,3773,5132,3761,3546,3436,3291,2996
2646109,366087.472,4113292.587,0.21456,2202,1544,3697,5158,3709,3504,3362,3293,2965
4421526,368827.472,4097692.587,0.21703,2090,1425,3517,5028,3698,3686,3513,3347,2935
4421525,368807.472,4097692.587,0.20871,2164,1470,3528,4978,3764,3771,3506,3385,3017
143062,377147.472,4135292.587,0.17247,2104,1454,3113,4236,3433,3322,3226,3057,2688
3389934,357547.472,4106752.587,0.1736,970,758,2254,3257,2510,2150,1905,1678,1384
143061,377127.472,4135292.587,0.17984,1987,1350,3153,4232,3402,3247,3126,2988,2604
3067340,369507.472,4109592.587,0.23476,1981,1382,3389,4885,3325,3277,3127,2970,2710
3067339,369487.472,4109592.587,0.2123,1812,1305,3189,4631,3255,3179,2923,2776,2387
3067342,369547.472,4109592.587,0.21597,1875,1296,3269,4643,3369,3160,3097,3040,2592
3067341,369527.472,4109592.587,0.24093,1870,1311,3464,4965,3311,3262,3142,3005,2591
3563148,362307.472,4105232.587,0.24222,1761,1088,3334,4686,3517,3499,3396,3195,2863
3563147,362287.472,4105232.587,0.24393,1862,1137,3431,4873,3613,3636,3560,3313,2942
3067338,369467.472,4109592.587,0.20032,2129,1538,3230,4660,3410,3232,3152,2930,2767
3563149,362327.472,4105232.587,0.24415,1619,1047,3133,4457,3247,3242,3096,2950,2611
143063,377167.472,4135292.587,0.1842,1806,1238,2869,4056,3264,3149,3014,2911,2479
3749828,363267.472,4103592.587,0.26183,1227,906,3037,3526,2081,1901,1788,1744,1580
3749827,363247.472,4103592.587,0.26821,1293,949,3294,3835,2261,2142,1995,1972,1728
3749830,363307.472,4103592.587,0.2598,1094,830,2464,2996,1747,1616,1517,1453,1390
3749829,363287.472,4103592.587,0.26182,1153,869,2715,3233,1887,1741,1612,1571,1478
2944516,371107.472,4110672.587,0.23678,1220,911,2566,3504,2256,2090,1951,1803,1628
2944515,371087.472,4110672.587,0.25703,1206,867,2550,3568,2210,2063,2036,1765,1638
4274332,338227.472,4098972.587,0.2673,1484,1001,2946,4277,2683,2629,2463,2329,2095
4274331,338207.472,4098972.587,0.26479,1439,969,2894,4245,2703,2606,2419,2346,2072
2944514,371067.472,4110672.587,0.24538,1390,1008,2840,3888,2487,2433,2078,1992,1880
2944513,371047.472,4110672.587,0.24124,1438,1033,2969,3898,2573,2449,2241,2171,2001
4274330,338187.472,4098972.587,0.25991,1482,973,2725,4066,2649,2537,2466,2306,2100
42834,375467.472,4136172.587,0.19505,1841,1284,3365,4276,3107,2893,2855,2633,2243
3220140,375667.472,4108252.587,0.23731,1858,1275,3620,4767,3234,3172,3068,2859,2548
2682996,375507.472,4112972.587,0.24501,1990,1469,4064,5342,3389,3304,3098,2918,2669
2682998,375547.472,4112972.587,0.24587,1887,1358,3911,5140,3278,3078,2959,2774,2519
2682997,375527.472,4112972.587,0.24824,2001,1464,4042,5324,3345,3244,3064,2938,2661
2662466,374587.472,4113152.587,0.21597,1308,824,2009,3202,2445,2395,2235,2108,1868
2662465,374567.472,4113152.587,0.21766,1392,906,2170,3337,2505,2464,2329,2172,1972
3106056,369987.472,4109252.587,0.22324,1737,1209,2928,4223,3003,2967,2819,2648,2410
1542661,374327.472,4122992.587,0.22667,1833,1253,3009,4413,3114,3035,2922,2825,2514
2666566,365547.472,4113112.587,0.23657,1838,1277,3526,4624,3123,3097,2939,2733,2503
4294828,338467.472,4098792.587,0.26259,1488,906,3077,4343,2975,2954,2820,2608,2302
2987606,368027.472,4110292.587,0.18137,1610,1246,2921,3841,2859,2691,2545,2386,2083
2666565,365527.472,4113112.587,0.25889,1869,1235,3553,4832,3089,3018,3366,2792,2513
2987605,368007.472,4110292.587,0.19414,1464,1131,2830,3697,2667,2423,2286,2145,1931
4294830,338507.472,4098792.587,0.26173,1108,692,2645,3606,2463,2434,2229,2100,1786
4294829,338487.472,4098792.587,0.27235,1219,733,2838,3973,2640,2579,2416,2319,1925
163548,377187.472,4135112.587,0.15946,2405,1681,3216,4498,3793,3735,3575,3463,3053
163547,377167.472,4135112.587,0.18283,2293,1538,3364,4619,3727,3752,3564,3392,3002
2666572,365667.472,4113112.587,0.23078,2027,1369,3666,4989,3519,3457,3268,3135,2832
2867386,376187.472,4111352.587,0.20652,1710,1092,3180,4260,3361,3213,3036,2854,2511
163550,377227.472,4135112.587,0.15527,2197,1571,2849,4084,3388,3394,3287,3132,2698
2666571,365647.472,4113112.587,0.23673,2205,1473,3923,5294,3652,3613,3475,3324,3010
163549,377207.472,4135112.587,0.16813,2259,1571,2992,4314,3545,3491,3375,3258,2870
2666574,365707.472,4113112.587,0.21332,1319,987,2738,3864,2627,2488,2361,1993,1710
2666573,365687.472,4113112.587,0.22216,1744,1202,3281,4450,3122,2999,2832,2607,2344
2666568,365587.472,4113112.587,0.23633,2106,1436,3751,5086,3500,3453,3296,3223,2905
2666567,365567.472,4113112.587,0.23837,1975,1361,3642,4874,3312,3252,3094,2976,2724
2666570,365627.472,4113112.587,0.24426,2162,1453,3911,5329,3587,3553,3386,3294,2969
2666569,365607.472,4113112.587,0.23406,2133,1461,3793,5188,3590,3556,3390,3265,2950
181769,377447.472,4134952.587,0.19163,2207,1529,3539,4619,3491,3445,3336,3240,2781
3065228,372787.472,4109612.587,0.16495,2079,1428,2697,4068,3432,3444,3249,3153,2712
3065227,372767.472,4109612.587,0.1599,2090,1437,2634,4028,3407,3360,3263,3099,2660
3108333,370007.472,4109232.587,0.18289,1665,1153,2642,3931,3165,3100,2912,2603,2320
2163558,365307.472,4117532.587,0.21806,1680,1165,2974,4270,3034,2852,2719,2598,2271
3065229,372807.472,4109612.587,0.16337,1831,1229,2274,3564,3083,3095,2997,2826,2432
2163557,365287.472,4117532.587,0.22867,1559,1072,2682,3981,2765,2634,2462,2337,2131
2163552,365187.472,4117532.587,0.24059,1795,1208,3330,4552,3058,3035,2860,2675,2417
3065226,372747.472,4109612.587,0.15907,1988,1354,2558,3989,3404,3368,3182,2954,2569
3065225,372727.472,4109612.587,0.16159,1978,1324,2859,4089,3517,3472,3263,3103,2618
2163553,365207.472,4117532.587,0.22543,1786,1219,3068,4387,3069,2953,2806,2661,2397
3283076,359827.472,4107692.587,0.21416,666,499,1739,2502,1710,1460,1261,1069,911
3085733,373207.472,4109432.587,0.16542,2028,1296,2401,3890,3343,3413,3312,3118,2588
2163559,365327.472,4117532.587,0.22232,1685,1165,2981,4297,3043,2893,2754,2634,2317
3283077,359847.472,4107692.587,0.22551,731,538,1976,2838,1909,1670,1475,1190,1034
4357780,368467.472,4098252.587,0.23977,1775,1117,3391,4732,3409,3332,3225,3044,2649
4357779,368447.472,4098252.587,0.24234,1531,987,3211,4341,3132,3075,2895,2769,2413
300419,383407.472,4133912.587,0.18983,1865,1268,2965,3929,3081,2989,2950,2739,2458
2705532,371027.472,4112772.587,0.24622,1196,950,3293,4081,2491,2193,2031,1855,1608
2705531,371007.472,4112772.587,0.244,1157,924,3166,3922,2399,2094,1935,1740,1546
2705530,370987.472,4112772.587,0.23848,1126,915,3024,3830,2366,2074,1823,1704,1506
300426,383547.472,4133912.587,0.21246,1422,886,2507,3320,2654,2629,2483,2331,2130
300425,383527.472,4133912.587,0.20901,1564,999,2581,3417,2706,2697,2603,2455,2246
3085723,373007.472,4109432.587,0.18259,1890,1259,2626,4024,3294,3331,3065,2863,2563
3085722,372987.472,4109432.587,0.19629,1935,1245,2722,4234,3386,3361,3168,2996,2659
3085721,372967.472,4109432.587,0.20886,1795,1160,2584,4131,3217,3277,3075,2919,2557
2807763,367247.472,4111872.587,0.20556,1728,1155,2925,4095,3218,3161,2977,2782,2541
2687038,365307.472,4112932.587,0.22497,1706,1147,3281,4556,3297,3222,2928,2880,2468
2687037,365287.472,4112932.587,0.2219,1841,1286,3534,4552,3220,3081,2971,2771,2524
2807762,367227.472,4111872.587,0.20673,1840,1215,3129,4335,3382,3268,3160,2949,2658
2443727,369727.472,4115072.587,0.21027,2131,1441,3558,4872,3663,3529,3314,3188,2950
2807761,367207.472,4111872.587,0.22615,1757,1146,3102,4312,3210,3226,3024,2893,2590
925904,375107.472,4128412.587,0.20535,1589,1032,2604,3635,2863,2855,2699,2541,2273
3340512,370547.472,4107192.587,0.22969,702,541,1622,2215,1431,1248,1139,1052,933
925903,375087.472,4128412.587,0.21685,1449,916,2682,3718,2829,2793,2627,2503,2101
3340511,370527.472,4107192.587,0.22858,699,536,1594,2184,1413,1240,1100,1024,920
531585,363687.472,4131872.587,0.19917,873,537,1877,2351,1964,1885,1745,1603,1394
2443724,369667.472,4115072.587,0.19363,2285,1604,3719,5057,3912,3790,3634,3494,3108
4754604,338947.472,4094752.587,0.22695,1489,928,2872,3863,2933,2816,2712,2553,2265
2443723,369647.472,4115072.587,0.19154,2436,1719,3738,5049,3897,3749,3665,3461,3228
4754603,338927.472,4094752.587,0.23503,1586,977,2966,4088,3002,2952,2772,2644,2336
2443726,369707.472,4115072.587,0.22809,1973,1311,3538,4834,3503,3435,3354,3208,2825
2443725,369687.472,4115072.587,0.22284,2054,1406,3585,4891,3555,3491,3463,3322,2915
925902,375067.472,4128412.587,0.23222,1205,731,2498,3375,2577,2558,2420,2313,1934
4754602,338907.472,4094752.587,0.2354,1528,969,2971,4107,2997,2970,2808,2598,2301
4754601,338887.472,4094752.587,0.24638,1349,863,2805,3831,2705,2704,2531,2337,2070
3458675,366767.472,4106152.587,0.25617,1391,886,2977,3930,2687,2664,2571,2397,2104
2377748,370227.472,4115652.587,0.17946,1817,1235,3120,4151,3374,3162,3005,2831,2474
465756,367187.472,4132452.587,0.25405,1458,885,2626,3835,2731,2804,2665,2489,2244
2377750,370267.472,4115652.587,0.18374,1669,1180,2823,3961,3056,2923,2760,2548,2182
3575044,372627.472,4105132.587,0.22135,1989,1345,3477,4596,3330,3263,3111,3006,2737
2377749,370247.472,4115652.587,0.17865,1663,1187,2902,4019,3160,2939,2801,2559,2219
3575043,372607.472,4105132.587,0.20814,2022,1430,3490,4683,3453,3369,3202,3118,2767
465757,367207.472,4132452.587,0.24013,1457,906,2654,3931,2855,2837,2740,2505,2207
3575040,372547.472,4105132.587,0.22333,2058,1433,3404,4672,3281,3320,3157,3064,2753
3575039,372527.472,4105132.587,0.21408,1971,1336,3321,4579,3365,3242,3154,2966,2683
3575042,372587.472,4105132.587,0.20693,2179,1548,3585,4801,3532,3495,3312,3233,2930
3575041,372567.472,4105132.587,0.21402,2150,1503,3587,4777,3453,3424,3262,3189,2878
2580612,376227.472,4113872.587,0.20623,2195,1541,3832,4975,3657,3539,3415,3260,2924
2377751,370287.472,4115652.587,0.16673,1823,1274,2968,4147,3444,3255,3050,2812,2459
3556822,372347.472,4105292.587,0.21343,1643,1111,2680,3644,2720,2729,2596,2434,2266
3556821,372327.472,4105292.587,0.20912,1576,1071,2784,3889,2917,2841,2708,2544,2208
572616,364947.472,4131512.587,0.25212,1735,1108,3597,4819,3340,3276,3150,2979,2628
572615,364927.472,4131512.587,0.26483,1643,1037,3535,4735,3195,3185,3045,2829,2546
3062788,369507.472,4109632.587,0.24204,1811,1262,3402,4936,3271,3124,3028,2815,2492
2944358,367947.472,4110672.587,0.21303,2116,1384,3060,4765,3688,3696,3607,3412,3053
572617,364967.472,4131512.587,0.24246,1812,1175,3537,4757,3346,3243,3076,3002,2658
3062787,369487.472,4109632.587,0.23407,1911,1356,3421,4966,3343,3207,3059,2918,2605
2944357,367927.472,4110672.587,0.2092,2147,1427,3054,4782,3712,3759,3645,3464,3076
3062790,369547.472,4109632.587,0.22359,1912,1386,3455,4684,3196,3062,2934,2811,2537
3062789,369527.472,4109632.587,0.24656,1834,1236,3392,4809,3198,3180,2927,2823,2527
3062786,369467.472,4109632.587,0.22966,1961,1382,3316,4918,3361,3290,3104,2982,2653
3556823,372367.472,4105292.587,0.20517,1225,843,2134,3007,2233,2085,1981,1854,1657
3062785,369447.472,4109632.587,0.21363,1942,1393,3158,4748,3339,3229,3063,2900,2555
3262844,364867.472,4107872.587,0.17577,2540,1906,3631,4781,3686,3709,3611,3520,3196
3262843,364847.472,4107872.587,0.17732,2489,1828,3457,4759,3737,3732,3560,3445,3205
3262846,364907.472,4107872.587,0.16468,2344,1784,3374,4469,3494,3430,3331,3178,2890
3262845,364887.472,4107872.587,0.16268,2413,1871,3440,4585,3608,3532,3394,3300,3023
2944360,367987.472,4110672.587,0.20171,2000,1283,2798,4451,3563,3612,3304,3134,2844
2944359,367967.472,4110672.587,0.21039,2112,1342,2935,4668,3629,3638,3424,3300,2952
3062791,369567.472,4109632.587,0.20589,1895,1357,3221,4275,3094,2997,2839,2757,2484
2944361,368007.472,4110672.587,0.20154,1822,1153,2545,4098,3316,3261,3138,3020,2627
2848752,367667.472,4111512.587,0.20047,2175,1546,3570,4672,3531,3435,3449,3343,2951
2848751,367647.472,4111512.587,0.18674,2406,1703,3684,4866,3841,3769,3606,3535,3224
4775084,338867.472,4094572.587,0.24491,833,534,2160,2705,2008,1983,1832,1674,1486
4775083,338847.472,4094572.587,0.23581,859,553,2134,2631,1978,1939,1778,1669,1462
4775082,338827.472,4094572.587,0.23554,842,553,2112,2626,1972,1914,1788,1654,1455
3577318,372587.472,4105112.587,0.21278,2028,1389,3499,4655,3454,3365,3216,3099,2806
3577317,372567.472,4105112.587,0.22289,1960,1305,3444,4646,3386,3321,3167,3038,2736
3577311,372447.472,4105112.587,0.21116,2097,1401,3458,4591,3392,3402,3244,3166,2768
4419250,368827.472,4097712.587,0.21494,2000,1384,3176,4625,3377,3394,3267,3096,2743
2380028,370307.472,4115632.587,0.16408,1994,1378,3120,4259,3635,3538,3322,3053,2722
2643836,366147.472,4113312.587,0.20989,1944,1376,3447,4727,3480,3355,3127,3054,2709
4713602,338267.472,4095112.587,0.22231,929,673,2425,3036,2122,1883,1710,1557,1357
4419249,368807.472,4097712.587,0.20857,1976,1348,3198,4597,3433,3360,3202,3034,2704
2380027,370287.472,4115632.587,0.17447,1742,1216,2994,4146,3350,3090,2961,2728,2350
2643835,366127.472,4113312.587,0.20819,2232,1563,3826,5105,3752,3626,3444,3312,3005
4713601,338247.472,4095112.587,0.23559,921,646,2350,3014,2052,1872,1746,1558,1347
3044546,368827.472,4109792.587,0.23203,1419,982,2643,3726,2634,2591,2544,2368,2075
2643837,366167.472,4113312.587,0.19701,1571,1102,2564,3828,2925,2653,2564,2379,2175
3044545,368807.472,4109792.587,0.23099,1281,845,2129,3352,2421,2335,2235,2087,1876
2380024,370227.472,4115632.587,0.17182,1604,1118,2660,3596,2955,2784,2622,2452,2167
3479160,366787.472,4105972.587,0.22943,1081,700,2326,3253,2358,2238,2097,1906,1626
2380026,370267.472,4115632.587,0.16533,1555,1137,2633,3749,3033,2857,2713,2491,2073
3577320,372627.472,4105112.587,0.20797,1894,1295,3235,4313,3216,3146,3012,2884,2567
2848750,367627.472,4111512.587,0.19823,2011,1391,3397,4565,3509,3421,3247,3088,2758
2643834,366107.472,4113312.587,0.21015,2126,1516,3737,5103,3729,3563,3387,3245,2933
2380025,370247.472,4115632.587,0.1609,1593,1085,2639,3766,3181,2969,2752,2546,2136
3577319,372607.472,4105112.587,0.2128,1913,1298,3262,4434,3291,3222,3057,2961,2636
2848749,367607.472,4111512.587,0.2056,1714,1212,3164,4251,3129,3034,2886,2772,2337
3577321,372647.472,4105112.587,0.20659,1760,1221,3058,4059,3038,2937,2805,2677,2418
3747552,363267.472,4103612.587,0.25188,1089,789,2526,3153,1942,1768,1640,1545,1417
3747551,363247.472,4103612.587,0.26557,1270,916,3023,3595,2144,2055,1944,1813,1678
3065062,369467.472,4109612.587,0.22013,1998,1460,3255,4873,3397,3376,3240,2936,2726
3747554,363307.472,4103612.587,0.2614,794,617,1808,2462,1416,1306,1194,1132,1010
3747553,363287.472,4103612.587,0.2581,900,680,2048,2711,1598,1465,1358,1248,1152
2601098,376267.472,4113692.587,0.2057,2426,1757,3909,5359,3875,3833,3629,3493,3190
158996,377187.472,4135152.587,0.1745,2298,1625,3352,4563,3633,3577,3422,3276,2918
3577310,372427.472,4105112.587,0.22149,1998,1332,3453,4634,3327,3272,3163,2999,2676
4272054,338187.472,4098992.587,0.25086,1210,790,2439,3492,2371,2279,2164,2029,1786
158995,377167.472,4135152.587,0.17366,2345,1604,3388,4646,3742,3686,3532,3415,2947
4272053,338167.472,4098992.587,0.24739,1233,791,2319,3363,2341,2284,2142,2052,1828
158998,377227.472,4135152.587,0.17193,1884,1362,2780,3983,3105,3036,2810,2786,2339
140786,377147.472,4135312.587,0.17796,2240,1563,3114,4242,3428,3408,3278,3114,2910
158997,377207.472,4135152.587,0.16331,2302,1673,3159,4328,3494,3400,3284,3164,2856
158994,377147.472,4135152.587,0.17173,2481,1725,3351,4669,3783,3775,3671,3519,3123
3065064,369507.472,4109612.587,0.23679,1959,1362,3455,5011,3360,3229,3094,2945,2641
3065063,369487.472,4109612.587,0.23116,1973,1383,3340,4912,3345,3274,3111,2967,2659
3065066,369547.472,4109612.587,0.22899,1858,1272,3413,4663,3238,3100,3025,2876,2526
3065065,369527.472,4109612.587,0.24654,1934,1350,3413,4931,3228,3198,3008,2888,2643
3560872,362307.472,4105252.587,0.24998,1490,918,3109,4536,3317,3287,3110,2978,2522
4272056,338227.472,4098992.587,0.2644,1473,957,2857,4195,2696,2608,2479,2335,2084
3560871,362287.472,4105252.587,0.23878,1771,1110,3273,4699,3530,3447,3405,3196,2852
4272055,338207.472,4098992.587,0.25899,1403,963,2724,3936,2539,2517,2357,2219,2014
3560873,362327.472,4105252.587,0.24404,1556,982,2916,4227,3107,3111,2990,2774,2502
2942244,371187.472,4110692.587,0.24186,1230,869,2590,3605,2366,2246,2010,1896,1694
2942243,371167.472,4110692.587,0.25225,1202,838,2665,3586,2316,2169,2024,1883,1696
3103780,369987.472,4109272.587,0.22328,1583,1095,2912,4107,2916,2791,2577,2452,2210
2942245,371207.472,4110692.587,0.23559,1162,820,2509,3457,2290,2086,1940,1773,1570
2942240,371107.472,4110692.587,0.24215,1598,1159,3317,4407,2847,2751,2515,2359,2159
2942239,371087.472,4110692.587,0.24879,1527,1116,3284,4448,2832,2667,2450,2387,2115
2942242,371147.472,4110692.587,0.25808,1324,934,2842,3911,2474,2348,2181,2065,1868
3217868,375747.472,4108272.587,0.2332,1787,1229,3217,4265,2947,2911,2791,2650,2451
2942241,371127.472,4110692.587,0.25424,1525,1106,3267,4285,2678,2533,2406,2295,2079
40558,375467.472,4136192.587,0.19912,1707,1158,3218,4155,3039,2874,2829,2597,2129
3217864,375667.472,4108272.587,0.22925,1889,1347,3655,4856,3328,3220,3037,2887,2600
3217863,375647.472,4108272.587,0.24104,1775,1223,3701,4815,3234,3143,2970,2764,2473
2985331,368047.472,4110312.587,0.18896,1397,1058,2674,3545,2601,2374,2175,2068,1819
179492,377427.472,4134972.587,0.20181,2151,1464,3287,4448,3377,3331,3269,3157,2841
2865110,376187.472,4111372.587,0.21538,1694,1062,3137,4225,3273,3282,3086,2943,2490
2985330,368027.472,4110312.587,0.19604,1520,1153,2835,3726,2663,2482,2294,2145,1951
179494,377467.472,4134972.587,0.18506,2350,1644,3551,4641,3605,3498,3451,3345,2992
179493,377447.472,4134972.587,0.18531,2215,1523,3512,4679,3590,3529,3305,3287,2760
2664292,365587.472,4113132.587,0.23511,2086,1396,3814,5033,3484,3400,3358,3187,2847
2664291,365567.472,4113132.587,0.24568,1881,1265,3647,4674,3161,3068,2934,2876,2635
2942238,371067.472,4110692.587,0.2507,1523,1095,3245,4413,2792,2637,2510,2363,2075
2664294,365627.472,4113132.587,0.22829,2162,1477,3985,5267,3685,3636,3474,3297,2949
2942237,371047.472,4110692.587,0.24497,1471,1048,3169,4259,2777,2592,2428,2339,2048
2664293,365607.472,4113132.587,0.22316,2320,1575,3974,5241,3739,3714,3548,3407,3126
3062948,372707.472,4109632.587,0.17173,2180,1481,3194,4447,3728,3690,3500,3345,2922
2664290,365547.472,4113132.587,0.23515,1731,1190,3288,4196,2827,2812,2685,2520,2291
4292552,338467.472,4098812.587,0.25828,1824,1171,3371,4970,3355,3340,3273,3115,2708
2165652,361667.472,4117512.587,0.20489,1656,1137,3057,3858,2924,2897,2733,2530,2296
3062950,372747.472,4109632.587,0.18092,1882,1269,2648,3960,3229,3261,3073,2922,2525
179496,377507.472,4134972.587,0.20413,1793,1240,2943,4061,3041,2950,2791,2675,2416
2165651,361647.472,4117512.587,0.20575,1714,1177,3128,3929,2965,2943,2785,2609,2359
3062949,372727.472,4109632.587,0.17416,2139,1462,3133,4352,3581,3534,3378,3250,2818
4292554,338507.472,4098812.587,0.26351,1590,1012,3102,4522,3042,3056,2953,2685,2433
1540387,374367.472,4123012.587,0.22476,1585,1100,2522,3904,2770,2656,2618,2427,2210
179495,377487.472,4134972.587,0.20317,1990,1316,3098,4215,3261,3196,3120,2978,2696
4292553,338487.472,4098812.587,0.27341,1674,1055,3237,4788,3132,3154,3032,2853,2550
179497,377527.472,4134972.587,0.19122,2115,1481,3138,4223,3290,3232,3117,3012,2804
1540384,374307.472,4123012.587,0.22455,2011,1400,3035,4565,3205,3179,3078,2980,2707
2664296,365667.472,4113132.587,0.22807,1948,1318,3639,5006,3544,3415,3366,3209,2729
2165650,361627.472,4117512.587,0.20122,1635,1100,3037,3830,2973,2818,2728,2583,2295
2664295,365647.472,4113132.587,0.22633,2055,1378,3787,5025,3587,3512,3366,3082,2845
1540386,374347.472,4123012.587,0.22541,1859,1296,2803,4284,3032,3064,2917,2825,2563
2664298,365707.472,4113132.587,0.22704,2230,1501,4044,5262,3718,3676,3527,3320,3023
1540385,374327.472,4123012.587,0.2236,2049,1427,3043,4558,3205,3184,3090,3004,2742
2664297,365687.472,4113132.587,0.22717,2221,1536,4039,5339,3761,3681,3552,3412,3072
3062952,372787.472,4109632.587,0.17309,1958,1340,2568,3924,3263,3325,3151,2986,2606
2685067,371407.472,4112952.587,0.25658,1121,847,3183,4116,2514,2167,1989,1797,1565
3062951,372767.472,4109632.587,0.1679,1948,1354,2489,3886,3260,3213,3124,2977,2590
2848660,365827.472,4111512.587,0.22302,1750,1268,3227,4471,3087,2929,2808,2656,2384
2848662,365867.472,4111512.587,0.23183,1939,1410,3797,5112,3398,3352,3095,2903,2598
161272,377187.472,4135132.587,0.17666,2258,1580,3293,4522,3570,3559,3434,3292,2838
2685064,371347.472,4112952.587,0.26174,1103,877,3333,4222,2488,2083,1921,1745,1529
2848661,365847.472,4111512.587,0.24111,1892,1344,3653,5054,3300,3165,3041,2842,2541
161271,377167.472,4135132.587,0.17061,2470,1673,3379,4720,3864,3851,3740,3598,3095
2685063,371327.472,4112952.587,0.26645,1075,857,3211,4039,2320,2040,1820,1681,1446
161274,377227.472,4135132.587,0.15696,2029,1453,2845,4039,3295,3283,3141,2957,2477
2685066,371387.472,4112952.587,0.25915,1135,880,3282,4164,2492,2164,1911,1775,1567
161273,377207.472,4135132.587,0.16511,2276,1645,3084,4309,3447,3431,3289,3171,2797
2685065,371367.472,4112952.587,0.2746,1059,818,3286,4240,2426,2060,1825,1670,1460
4858512,368707.472,4093852.587,0.25274,1576,1028,3268,4368,2928,2859,2656,2523,2264
3083458,373227.472,4109452.587,0.17184,1875,1217,2478,3904,3277,3193,3139,2997,2455
4858511,368687.472,4093852.587,0.25457,1610,1072,3168,4286,2805,2735,2643,2531,2239
298150,383547.472,4133932.587,0.2185,1391,876,2409,3225,2504,2474,2393,2243,2045
4858513,368727.472,4093852.587,0.25809,1444,904,3105,4200,2856,2824,2698,2573,2176
298149,383527.472,4133932.587,0.22612,1406,885,2474,3268,2481,2550,2407,2272,2065
298143,383407.472,4133932.587,0.19443,1855,1269,3090,4038,3131,3013,2939,2815,2486
2161276,365187.472,4117552.587,0.23577,1790,1204,3314,4542,3091,2965,2853,2644,2403
2161275,365167.472,4117552.587,0.23353,1649,1127,3269,4350,2974,2876,2718,2561,2250
2161277,365207.472,4117552.587,0.23634,1796,1204,3184,4547,3095,2971,2819,2703,2413
