id,xcoord,ycoord,BSI_211024,B03_Green_,B02_Blue_4,B12_SWIR_2,B11_SWIR_1,B8A_VRE_86,B07_VRE_78,B06_VRE_74,B05_VRE_75,B04_Red_66
3392212,357587.472,4106732.587,0.16667,1091,834,2435,3534,2816,2395,2124,1922,1576
3581860,372387.472,4105072.587,0.21735,1944,1287,3467,4576,3351,3269,3228,3045,2638
3392211,357567.472,4106732.587,0.17245,1042,792,2334,3414,2680,2312,2054,1846,1505
3581862,372427.472,4105072.587,0.23207,2012,1342,3518,4739,3304,3272,3130,3044,2715
3392213,357607.472,4106732.587,0.16604,1152,836,2471,3584,2906,2546,2227,2005,1648
3581861,372407.472,4105072.587,0.22435,2026,1348,3526,4717,3361,3346,3183,3048,2716
3392210,357547.472,4106732.587,0.18159,1041,775,2376,3403,2621,2249,1987,1794,1500
3392209,357527.472,4106732.587,0.19132,1010,765,2391,3440,2570,2171,1981,1742,1473
3581863,372447.472,4105072.587,0.22439,2067,1397,3582,4821,3399,3314,3208,3055,2750
3049097,368807.472,4109752.587,0.23564,1393,897,2592,3566,2595,2532,2463,2253,2079
4276608,338227.472,4098952.587,0.28001,1444,931,2889,4284,2665,2621,2471,2341,2109
4276607,338207.472,4098952.587,0.27814,1304,825,2775,3983,2523,2456,2285,2219,1945
4276609,338247.472,4098952.587,0.26681,1444,927,2829,4161,2699,2638,2505,2414,2104
2145348,365267.472,4117692.587,0.22628,1550,1092,3120,4103,2823,2643,2464,2374,2102
2145350,365307.472,4117692.587,0.2349,1337,927,2614,3639,2506,2388,2279,2162,1902
2145349,365287.472,4117692.587,0.24265,1309,884,2661,3748,2540,2422,2230,2113,1870
145340,377187.472,4135272.587,0.19354,2045,1400,3483,4469,3492,3405,3278,3129,2771
145339,377167.472,4135272.587,0.17076,2273,1613,3271,4448,3605,3584,3425,3321,2919
45110,375467.472,4136152.587,0.19107,1777,1250,3247,4227,3081,2873,2807,2592,2150
145338,377147.472,4135272.587,0.16136,2307,1615,3294,4427,3655,3502,3336,3254,2871
145337,377127.472,4135272.587,0.17962,2062,1430,3219,4302,3448,3333,3204,3087,2712
3752104,363267.472,4103572.587,0.27398,1203,873,3000,3547,2030,1928,1826,1702,1547
3752103,363247.472,4103572.587,0.27255,1272,922,3080,3672,2134,2034,1886,1835,1674
4672943,344447.472,4095472.587,0.21001,1817,1188,3520,4588,3356,3277,3151,2959,2372
3752106,363307.472,4103572.587,0.26624,1211,885,2971,3458,2024,1921,1789,1689,1562
3752105,363287.472,4103572.587,0.26709,1191,886,2949,3461,1998,1918,1753,1697,1525
2668848,365667.472,4113092.587,0.22131,1517,1038,2790,3982,2799,2585,2482,2267,2036
4860787,368687.472,4093832.587,0.25214,1595,1057,3323,4450,2968,2878,2784,2567,2289
2668847,365647.472,4113092.587,0.22936,2227,1476,3902,5173,3695,3666,3547,3412,3076
2664740,374547.472,4113132.587,0.20821,1597,1059,2223,3482,2664,2663,2517,2417,2199
2664739,374527.472,4113132.587,0.21491,1418,949,2254,3447,2578,2536,2417,2260,2011
2167926,361627.472,4117492.587,0.21137,1520,1063,2972,3773,2795,2735,2575,2509,2153
2664742,374587.472,4113132.587,0.2043,1377,923,2028,3242,2520,2462,2291,2159,1969
2664741,374567.472,4113132.587,0.21423,1407,925,2189,3367,2543,2479,2360,2211,1992
2687340,371347.472,4112932.587,0.2682,1059,832,3220,4042,2344,2033,1873,1706,1462
2687342,371387.472,4112932.587,0.26231,1134,857,3180,4080,2425,2098,1899,1760,1536
2167928,361667.472,4117492.587,0.21903,1606,1085,2999,3918,2862,2808,2614,2495,2243
2687341,371367.472,4112932.587,0.26873,1107,855,3148,4056,2337,1966,1771,1652,1482
2167927,361647.472,4117492.587,0.20317,1598,1094,3003,3861,2932,2741,2671,2527,2218
2869662,376187.472,4111332.587,0.21711,1661,1049,3209,4195,3235,3164,3021,2737,2465
2685272,375507.472,4112952.587,0.25695,1900,1355,4072,5227,3230,3138,2920,2778,2529
2850938,365867.472,4111492.587,0.22666,2081,1511,4018,5459,3692,3490,3405,3195,2794
4298,378587.472,4136512.587,0.21991,1914,1372,3383,4217,2906,2847,2747,2649,2473
2850937,365847.472,4111492.587,0.22663,2064,1482,3746,5212,3536,3386,3335,3108,2747
2685274,375547.472,4112952.587,0.2508,1829,1329,3854,4995,3122,2943,2845,2672,2436
2685273,375527.472,4112952.587,0.2464,1943,1392,4022,5216,3315,3186,3011,2869,2569
2668844,365587.472,4113092.587,0.23747,2013,1354,3567,4924,3379,3260,3204,3067,2757
165826,377227.472,4135092.587,0.16117,2132,1473,2855,4104,3401,3364,3197,3081,2643
2668843,365567.472,4113092.587,0.22847,2020,1342,3601,4868,3433,3382,3206,3024,2735
165825,377207.472,4135092.587,0.13864,2415,1680,3021,4350,3859,3794,3684,3513,2972
2668846,365627.472,4113092.587,0.22901,2248,1508,4069,5341,3759,3689,3503,3422,3055
2668845,365607.472,4113092.587,0.238,1957,1310,3710,5043,3467,3395,3228,3066,2718
2668840,365507.472,4113092.587,0.25938,2017,1370,3735,4971,3240,3634,3326,3465,2868
2905700,368627.472,4111012.587,0.23066,1947,1358,3390,4845,3360,3332,3165,2962,2702
2668842,365547.472,4113092.587,0.22802,2181,1519,3675,4936,3429,3411,3232,3207,2935
2668841,365527.472,4113092.587,0.23974,2052,1398,3782,5174,3500,3417,3256,3082,2813
2905702,368667.472,4111012.587,0.22112,2243,1599,3688,5236,3644,3537,3391,3297,2984
2905701,368647.472,4111012.587,0.23021,2034,1427,3535,5041,3465,3386,3238,3105,2777
3224188,365587.472,4108212.587,0.19098,1060,776,2180,3093,2308,2027,1880,1718,1447
2165828,365187.472,4117512.587,0.2343,1738,1190,3142,4435,3034,2952,2830,2649,2374
3224190,365627.472,4108212.587,0.18095,1143,811,2447,3348,2595,2303,2099,1875,1563
3110609,370007.472,4109212.587,0.20196,1627,1111,2754,4081,3125,3025,2876,2570,2299
3224189,365607.472,4108212.587,0.19971,1149,819,2439,3348,2467,2139,1979,1837,1578
2905703,368687.472,4111012.587,0.2126,2326,1693,3778,5279,3746,3691,3533,3387,3097
2165834,365307.472,4117512.587,0.22268,1574,1069,2654,3952,2804,2723,2530,2423,2140
3087999,373007.472,4109412.587,0.20025,1920,1245,2748,4131,3284,3399,3174,3062,2666
2165833,365287.472,4117512.587,0.21714,1451,970,2372,3656,2666,2552,2376,2233,1997
2707808,371027.472,4112752.587,0.24244,1064,829,2957,3734,2313,2114,1845,1614,1419
2707807,371007.472,4112752.587,0.22702,1045,862,2862,3591,2291,1995,1775,1617,1414
2707809,371047.472,4112752.587,0.22802,1064,854,2978,3694,2369,2025,1827,1609,1433
2689313,365287.472,4112912.587,0.23767,1794,1234,3600,4631,3133,3052,2882,2747,2459
2707804,370947.472,4112752.587,0.23371,1082,847,2969,3732,2376,2055,1836,1641,1457
4457964,369267.472,4097372.587,0.24521,1500,983,2818,4042,2780,2698,2560,2482,2166
4457963,369247.472,4097372.587,0.24517,1462,939,2625,3841,2714,2714,2600,2447,2185
2707806,370987.472,4112752.587,0.23618,1053,840,2832,3624,2276,1957,1783,1669,1419
4457966,369307.472,4097372.587,0.23514,1227,773,2121,3319,2418,2354,2245,2089,1834
2707805,370967.472,4112752.587,0.24341,1075,844,2968,3720,2300,2001,1802,1690,1447
4457965,369287.472,4097372.587,0.24838,1396,905,2607,3814,2634,2598,2434,2309,2064
2206836,365987.472,4117152.587,0.14294,2565,1964,4071,4999,4023,3876,3752,3571,2985
2206838,366027.472,4117152.587,0.16431,2490,1814,4031,5105,3956,3842,3682,3501,2934
928179,375087.472,4128392.587,0.21072,1548,983,2846,3773,2963,2943,2817,2638,2280
2206837,366007.472,4117152.587,0.15379,2552,1931,4069,5039,3954,3833,3673,3519,2985
2810038,367227.472,4111852.587,0.23315,1884,1241,3430,4679,3390,3338,3170,3045,2768
2810037,367207.472,4111852.587,0.24324,1674,1075,3125,4318,3111,3084,2966,2818,2559
2206840,366067.472,4117152.587,0.17364,2453,1779,4056,5047,3844,3785,3577,3406,2939
2206839,366047.472,4117152.587,0.17347,2544,1858,4191,5210,3943,3870,3825,3559,3026
2206841,366087.472,4117152.587,0.16665,2072,1485,3286,4045,3188,3143,2966,2609,2497
2810040,367267.472,4111852.587,0.22097,2077,1358,3578,4848,3627,3555,3461,3342,2965
2810039,367247.472,4111852.587,0.22684,1965,1287,3439,4712,3478,3449,3292,3113,2849
3342788,370547.472,4107172.587,0.24064,685,532,1561,2179,1355,1198,1113,1050,904
3342787,370527.472,4107172.587,0.23003,701,542,1578,2169,1381,1248,1101,1037,903
2446000,369667.472,4115052.587,0.20354,2309,1666,3519,4809,3558,3522,3384,3276,3085
4756880,338947.472,4094732.587,0.23908,1337,850,2845,3792,2756,2593,2579,2388,2080
2445999,369647.472,4115052.587,0.20009,2405,1703,3722,5063,3810,3782,3696,3610,3208
4756879,338927.472,4094732.587,0.23803,1417,903,2954,3877,2804,2761,2627,2461,2146
4756881,338967.472,4094732.587,0.23385,1316,834,2750,3594,2688,2617,2441,2344,2078
468032,367187.472,4132432.587,0.25128,1429,859,2627,3868,2797,2748,2638,2484,2242
468031,367167.472,4132432.587,0.25222,1211,755,2434,3552,2533,2519,2385,2240,1954
3460952,366787.472,4106132.587,0.22881,1374,867,2632,3747,2773,2702,2533,2339,2053
3460951,366767.472,4106132.587,0.2654,1338,852,2962,4020,2677,2647,2518,2363,2059
2445998,369627.472,4115052.587,0.21114,2267,1592,3851,5107,3745,3711,3507,3380,3087
4756878,338907.472,4094732.587,0.23517,1541,970,3050,4185,3071,3034,2825,2651,2341
2445997,369607.472,4115052.587,0.22059,2151,1475,3647,4886,3530,3520,3406,3291,2952
468030,367147.472,4132432.587,0.25458,1172,723,2359,3439,2454,2346,2266,2113,1908
