,B03_Green_,B02_Blue_4,B12_SWIR_2,B11_SWIR_1,B8A_VRE_86,B07_VRE_78,B06_VRE_74,B05_VRE_75,B04_Red_66,outlier
115,3281.0,2866.0,4994.0,5626.0,5013.0,4844.0,4500.0,4075.0,3707.0,True
116,2818.0,2343.0,4490.0,5513.0,4543.0,4458.0,4042.0,3691.0,3313.0,False
117,2724.0,2313.0,4483.0,5369.0,4616.0,4460.0,4123.0,3534.0,3165.0,True
118,2685.0,2304.0,4435.0,5388.0,4596.0,4422.0,3996.0,3544.0,3157.0,True
119,2832.0,2428.0,4445.0,5462.0,4816.0,4637.0,4338.0,3660.0,3235.0,False
120,2633.0,2258.0,4180.0,5219.0,4555.0,4434.0,4040.0,3502.0,3117.0,True
121,2996.0,2564.0,4402.0,5230.0,5233.0,5111.0,4749.0,4044.0,3448.0,True
122,3147.0,2638.0,4846.0,6008.0,4976.0,4773.0,4518.0,4127.0,3759.0,False
123,2643.0,2235.0,4123.0,5174.0,4653.0,4559.0,4158.0,3549.0,3149.0,True
124,3163.0,2680.0,4939.0,5814.0,5178.0,5053.0,4718.0,4069.0,3634.0,False
125,3216.0,2716.0,5049.0,6208.0,5004.0,4883.0,4615.0,4276.0,3834.0,False
126,3179.0,2729.0,4949.0,5778.0,5196.0,5011.0,4691.0,4104.0,3643.0,False
127,3179.0,2674.0,4745.0,5845.0,4907.0,4824.0,4543.0,4206.0,3742.0,False
128,2654.0,2342.0,4978.0,5594.0,3973.0,3778.0,3572.0,3321.0,3016.0,False
129,3124.0,2686.0,4510.0,5445.0,5141.0,4961.0,4629.0,3931.0,3509.0,True
130,2668.0,2313.0,5029.0,5668.0,4097.0,3878.0,3656.0,3375.0,3033.0,False
131,2542.0,2239.0,4832.0,5391.0,3857.0,3702.0,3487.0,3199.0,2904.0,True
132,3314.0,2866.0,5273.0,5806.0,4942.0,4893.0,4576.0,4141.0,3727.0,True
133,3486.0,2958.0,5658.0,6251.0,5157.0,5072.0,4754.0,4413.0,3969.0,True
134,3168.0,2644.0,5097.0,5940.0,5167.0,4892.0,4646.0,4146.0,3601.0,False
135,3507.0,2963.0,5745.0,6365.0,5153.0,5026.0,4741.0,4469.0,3981.0,True
136,3201.0,2669.0,5155.0,5963.0,4897.0,4877.0,4518.0,4202.0,3783.0,False
137,2682.0,2332.0,4233.0,5063.0,4551.0,4484.0,4175.0,3513.0,2998.0,False
138,3504.0,2984.0,5714.0,6333.0,5147.0,4976.0,4715.0,4425.0,3958.0,True
139,3192.0,2607.0,5151.0,5972.0,5082.0,4949.0,4693.0,4351.0,3798.0,False
140,3395.0,2790.0,5371.0,6440.0,5600.0,5279.0,4978.0,4472.0,4038.0,False
141,3482.0,2967.0,5694.0,6329.0,5081.0,4940.0,4680.0,4401.0,3943.0,True
142,3217.0,2689.0,5216.0,6316.0,5357.0,5182.0,4845.0,4263.0,3725.0,False
143,3449.0,2921.0,5642.0,6327.0,5049.0,4946.0,4686.0,4391.0,3913.0,True
144,3208.0,2762.0,4505.0,5561.0,5501.0,5392.0,4950.0,4009.0,3562.0,False
145,3472.0,2958.0,5648.0,6318.0,5103.0,4942.0,4716.0,4415.0,3952.0,True
146,3251.0,2798.0,4633.0,5734.0,5502.0,5422.0,5012.0,4199.0,3687.0,True
147,3506.0,2957.0,5658.0,6382.0,5164.0,5001.0,4784.0,4486.0,4013.0,True
148,3253.0,2769.0,4677.0,5766.0,5539.0,5409.0,4950.0,4197.0,3731.0,True
149,3548.0,2981.0,5674.0,6413.0,5220.0,5059.0,4819.0,4535.0,4073.0,True
150,3242.0,2742.0,4701.0,5793.0,5411.0,5361.0,4995.0,4269.0,3718.0,True
151,3171.0,2707.0,4741.0,5770.0,5255.0,5163.0,4874.0,4305.0,3733.0,True
152,2549.0,2262.0,4643.0,5078.0,3917.0,3780.0,3509.0,3135.0,2879.0,True
153,2552.0,2273.0,4765.0,5135.0,3809.0,3618.0,3502.0,3157.0,2875.0,True
154,3036.0,2580.0,5278.0,6128.0,4728.0,4634.0,4265.0,3939.0,3601.0,False
155,2731.0,2397.0,4958.0,5536.0,4089.0,3960.0,3776.0,3511.0,3108.0,False
156,2429.0,2169.0,4560.0,5052.0,3645.0,3538.0,3254.0,2996.0,2758.0,True
157,2471.0,2179.0,4663.0,5183.0,3718.0,3606.0,3398.0,3102.0,2786.0,True
158,2542.0,2253.0,4806.0,5351.0,3800.0,3714.0,3461.0,3172.0,2900.0,True
159,2880.0,2403.0,4403.0,5378.0,4887.0,4785.0,4438.0,3810.0,3410.0,True
160,3148.0,2610.0,4615.0,5727.0,5137.0,5029.0,4723.0,4238.0,3807.0,False
161,3220.0,2655.0,4704.0,5895.0,5376.0,5253.0,4903.0,4298.0,3842.0,True
162,3433.0,2954.0,5434.0,6088.0,5070.0,4927.0,4624.0,4298.0,3875.0,True
163,2473.0,2228.0,4591.0,5088.0,3794.0,3610.0,3481.0,3176.0,2787.0,True
164,3406.0,2920.0,5404.0,6034.0,5018.0,4868.0,4627.0,4279.0,3859.0,True
165,3019.0,2591.0,5288.0,5999.0,4618.0,4493.0,4159.0,3850.0,3568.0,False
166,3376.0,2910.0,5402.0,6010.0,4997.0,4828.0,4605.0,4320.0,3823.0,True
167,2999.0,2553.0,5389.0,6346.0,4910.0,4638.0,4350.0,4051.0,3621.0,False
168,3350.0,2891.0,5383.0,6019.0,4996.0,4850.0,4587.0,4238.0,3772.0,True
169,3135.0,2615.0,5466.0,6543.0,4997.0,4850.0,4523.0,4213.0,3787.0,False
170,3364.0,2889.0,5353.0,6022.0,5041.0,4876.0,4609.0,4198.0,3746.0,True
171,3227.0,2692.0,5547.0,6615.0,5151.0,4951.0,4678.0,4339.0,3880.0,False
172,2458.0,2190.0,4669.0,5166.0,3688.0,3593.0,3362.0,3095.0,2792.0,True
173,3021.0,2532.0,4804.0,5762.0,5325.0,5201.0,4723.0,4045.0,3567.0,True
174,3338.0,2888.0,5367.0,6036.0,5060.0,4883.0,4606.0,4251.0,3764.0,True
175,3061.0,2623.0,5426.0,6385.0,4897.0,4716.0,4418.0,4113.0,3683.0,False
176,2500.0,2214.0,4680.0,5178.0,3742.0,3633.0,3347.0,3068.0,2830.0,True
177,3032.0,2547.0,4807.0,5769.0,5329.0,5262.0,4682.0,4018.0,3564.0,False
178,3293.0,2839.0,5343.0,5960.0,4965.0,4793.0,4497.0,4197.0,3700.0,True
179,2464.0,2196.0,4739.0,5250.0,3691.0,3586.0,3311.0,3059.0,2813.0,True
180,2997.0,2484.0,4683.0,5651.0,5164.0,5077.0,4732.0,3992.0,3548.0,True
181,3227.0,2827.0,5211.0,5874.0,4762.0,4601.0,4357.0,4017.0,3593.0,True
182,3202.0,2714.0,5018.0,6309.0,5010.0,4905.0,4609.0,4226.0,3799.0,False
183,2474.0,2226.0,4760.0,5274.0,3736.0,3605.0,3387.0,3108.0,2815.0,True
184,2811.0,2359.0,4352.0,5382.0,4721.0,4628.0,4223.0,3698.0,3361.0,False
185,3257.0,2823.0,5156.0,5769.0,4902.0,4701.0,4457.0,4045.0,3613.0,True
186,3278.0,2744.0,4945.0,6294.0,5114.0,5105.0,4720.0,4343.0,3915.0,False
187,2528.0,2237.0,4847.0,5398.0,3839.0,3729.0,3501.0,3235.0,2923.0,True
188,2606.0,2300.0,4877.0,5420.0,3881.0,3762.0,3527.0,3269.0,2986.0,True
189,3170.0,2688.0,4899.0,5802.0,5255.0,5068.0,4732.0,4137.0,3690.0,False
190,3017.0,2587.0,4671.0,5524.0,5037.0,4943.0,4526.0,3919.0,3510.0,True
191,2932.0,2501.0,4350.0,5266.0,5106.0,4929.0,4594.0,3771.0,3317.0,False
192,3105.0,2677.0,4438.0,5325.0,5273.0,5074.0,4668.0,3882.0,3407.0,True
193,3267.0,2796.0,4727.0,5679.0,5204.0,5144.0,4759.0,4114.0,3677.0,True
194,3237.0,2810.0,4822.0,5762.0,5184.0,4971.0,4716.0,4147.0,3759.0,False
195,2952.0,2487.0,4695.0,5702.0,5125.0,4987.0,4584.0,3929.0,3380.0,False
196,2740.0,2331.0,4311.0,5364.0,4753.0,4628.0,4218.0,3367.0,2939.0,False
197,3033.0,2521.0,4188.0,5281.0,5663.0,5512.0,5065.0,3759.0,3304.0,False
198,2353.0,2115.0,4432.0,4783.0,3653.0,3485.0,3245.0,2889.0,2607.0,False
199,3064.0,2589.0,4541.0,5614.0,5221.0,5079.0,4748.0,4061.0,3495.0,True
200,3049.0,2583.0,5127.0,6333.0,5055.0,4867.0,4513.0,3920.0,3456.0,False
201,2789.0,2436.0,5040.0,5565.0,4140.0,4021.0,3814.0,3497.0,3154.0,False
202,2343.0,2107.0,4530.0,4899.0,3543.0,3428.0,3170.0,2851.0,2627.0,False
203,3237.0,2790.0,4701.0,5756.0,5439.0,5307.0,4986.0,4226.0,3730.0,True
204,2959.0,2582.0,4571.0,5644.0,4812.0,4611.0,4340.0,3748.0,3285.0,False
205,2365.0,2114.0,4505.0,4875.0,3605.0,3516.0,3280.0,2994.0,2638.0,False
206,2666.0,2275.0,4519.0,5402.0,4519.0,4401.0,4082.0,3496.0,3106.0,True
207,3035.0,2645.0,5302.0,5975.0,4565.0,4467.0,4098.0,3757.0,3504.0,False
208,2701.0,2295.0,4510.0,5466.0,4603.0,4536.0,4135.0,3586.0,3211.0,True
209,2975.0,2539.0,5286.0,6214.0,4751.0,4519.0,4327.0,3962.0,3524.0,False
210,2667.0,2264.0,4285.0,5296.0,4605.0,4510.0,4129.0,3546.0,3169.0,True
211,3325.0,2870.0,5174.0,5850.0,4975.0,4800.0,4510.0,4103.0,3756.0,True
212,3096.0,2608.0,5413.0,6468.0,5043.0,4914.0,4536.0,4199.0,3764.0,False
213,2629.0,2223.0,4231.0,5298.0,4645.0,4511.0,4132.0,3500.0,3109.0,True
214,3334.0,2861.0,5281.0,5916.0,4997.0,4838.0,4583.0,4166.0,3775.0,True
215,3215.0,2677.0,5442.0,6489.0,5049.0,4960.0,4602.0,4298.0,3883.0,False
216,2682.0,2258.0,4221.0,5403.0,4689.0,4646.0,4189.0,3611.0,3160.0,True
217,3304.0,2858.0,5182.0,5809.0,4972.0,4812.0,4478.0,4096.0,3726.0,True
218,2992.0,2575.0,5272.0,6147.0,4744.0,4468.0,4232.0,3920.0,3539.0,False
219,2768.0,2417.0,5000.0,5689.0,4248.0,4098.0,3780.0,3538.0,3215.0,False
220,3145.0,2664.0,4950.0,6277.0,4959.0,4936.0,4587.0,4207.0,3752.0,False
221,3181.0,2669.0,4738.0,5950.0,4965.0,4942.0,4644.0,4222.0,3767.0,False
222,3396.0,2903.0,5567.0,6169.0,5112.0,4904.0,4599.0,4307.0,3880.0,True
223,2917.0,2484.0,4571.0,5501.0,5076.0,5009.0,4496.0,3769.0,3353.0,True
224,3397.0,2893.0,5546.0,6203.0,5029.0,4861.0,4639.0,4317.0,3898.0,True
225,2887.0,2441.0,4677.0,5538.0,5139.0,5019.0,4570.0,3806.0,3339.0,False
226,3430.0,2915.0,5538.0,6190.0,5032.0,4899.0,4656.0,4367.0,3940.0,True
227,2922.0,2482.0,4620.0,5630.0,5257.0,5108.0,4619.0,3932.0,3390.0,False
228,3466.0,2949.0,5566.0,6242.0,5078.0,4949.0,4658.0,4434.0,3970.0,True
229,3457.0,2937.0,5567.0,6261.0,5084.0,4915.0,4670.0,4414.0,3956.0,True
230,3435.0,2923.0,5516.0,6214.0,5066.0,4858.0,4583.0,4312.0,3874.0,True
231,3368.0,2914.0,5312.0,6008.0,4943.0,4761.0,4510.0,4198.0,3823.0,True
232,3274.0,2869.0,5194.0,5898.0,4824.0,4688.0,4395.0,4211.0,3719.0,True
233,3414.0,2906.0,5379.0,6070.0,4994.0,4862.0,4634.0,4317.0,3888.0,True
234,3381.0,2937.0,5398.0,6069.0,4928.0,4804.0,4548.0,4290.0,3826.0,True
235,3387.0,2933.0,5312.0,5955.0,4952.0,4777.0,4488.0,4210.0,3799.0,True
236,3371.0,2909.0,5385.0,5998.0,4943.0,4821.0,4593.0,4281.0,3835.0,True
237,3393.0,2893.0,5310.0,5929.0,4926.0,4790.0,4485.0,4173.0,3840.0,True
238,3301.0,2853.0,5138.0,5797.0,4890.0,4751.0,4467.0,4071.0,3749.0,True
239,2835.0,2446.0,5010.0,5584.0,4331.0,4160.0,3996.0,3596.0,3227.0,False
240,3163.0,2632.0,4999.0,5886.0,5133.0,5016.0,4632.0,4105.0,3727.0,False
241,2691.0,2355.0,5010.0,5533.0,4148.0,3966.0,3692.0,3403.0,3093.0,False
242,3258.0,2663.0,5129.0,5931.0,5043.0,4967.0,4669.0,4310.0,3886.0,False
243,2451.0,2186.0,4788.0,5279.0,3702.0,3589.0,3328.0,3075.0,2776.0,True
244,2508.0,2233.0,4728.0,5231.0,3772.0,3633.0,3395.0,3073.0,2830.0,True
245,3009.0,2575.0,4440.0,5483.0,5183.0,5033.0,4721.0,3980.0,3445.0,True
246,2579.0,2259.0,4676.0,5182.0,3745.0,3639.0,3454.0,3165.0,2894.0,True
247,3159.0,2711.0,4632.0,5642.0,5419.0,5303.0,4992.0,4228.0,3700.0,True
248,2556.0,2291.0,4727.0,5234.0,3982.0,3831.0,3486.0,3091.0,2870.0,True
249,2567.0,2303.0,4833.0,5285.0,3838.0,3748.0,3498.0,3207.0,2931.0,True
250,2995.0,2548.0,4528.0,5424.0,5093.0,4912.0,4591.0,3911.0,3375.0,True
